region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region VI,Guimaras,Buenavista I,403249,Philippine College of Business and Accountancy,"Concordia Sur, Nueva Valencia Guimaras",GUIMARAS,NUEVA VALENCIA,Lone District,CONCORDIA SUR,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,7,24,31
Region VI,Iloilo,Dumangas II,409464,Don Bosco Boys Home & Vocational Training Center,none,ILOILO,DUMANGAS,4th District,PD MONFORT SOUTH (GUINSAMPANAN),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,49,8,57
Region VI,Iloilo,Pavia,407064,Iloilo Merchant Marine School,Cabugao Sur,ILOILO,PAVIA,2nd District,CABUGAO SUR,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,16,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,64,3,67
Region VI,Iloilo,Pototan II,409385,"St. Vincent College of Business and Accountancy, Inc.",Barangay Malusgod,ILOILO,POTOTAN,3rd District,MALUSGOD,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,16,70,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,162,236
Region VI,Negros Occidental,Calatrava II,343897,Calatrava Senior High School-Stand Alone,Barangay Bantayanon,NEGROS OCCIDENTAL,CALATRAVA,1st District,BANTAYANON,Public,DepED Managed,School with no Annexes,Purely SHS,12,34,71,163,15,29,0,0,0,0,279,126,0,0,0,0,7,42,97,187,15,30,0,0,0,0,217,100,0,0,0,0,0,713,711,1424
Region VI,Negros Occidental,Hinigaran I,403191,"Hinigaran Institute, Inc.","Riverside, Brgy. 1, District 5, Hinigaran, Negros Occidental",NEGROS OCCIDENTAL,HINIGARAN,5th District,BARANGAY I (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,84,72,0,0,71,55,0,0,0,0,0,0,0,0,0,0,63,58,0,0,63,29,0,0,0,0,0,0,0,0,0,281,214,495
Region VI,Negros Occidental,Ilog I,405883,Ilog Private Academy,"MH Del Pilar St., Brgy. 2, Ilog, Negros Occidental",NEGROS OCCIDENTAL,ILOG,6th District,BARANGAY II (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,65
Region VI,Negros Occidental,Ilog I,410967,"Mother Theresa Colegio de Negros Occidental, Inc.",Purok 3,NEGROS OCCIDENTAL,ILOG,6th District,DANCALAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,58
Region VI,Negros Occidental,Murcia I,405737,Central Philippine Adventist College,Alegria,NEGROS OCCIDENTAL,MURCIA,3rd District,ALEGRIA,Private,Sectarian ,School with no Annexes,Purely SHS,10,20,11,23,41,44,0,0,0,0,0,0,0,0,0,0,3,12,5,17,30,43,0,0,0,0,6,4,0,0,0,0,0,106,163,269
Region VI,Negros Occidental,Murcia I,407534,"La Consolacion College - Murcia, Negros Occidental","Miranda St., Brgy. Blumentritt, Murcia, Negros Occidental",NEGROS OCCIDENTAL,MURCIA,3rd District,BLUMENTRITT,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,40
Region VI,Negros Occidental,Pulupandan,407602,Our Lady of Lourdes Academy,"Riego St., Barangay Zone 4, Pulupandan, Negros Occidental",NEGROS OCCIDENTAL,PULUPANDAN,4th District,BARANGAY ZONE 4 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,33,23,56
Region VI,Negros Occidental,Toboso,406026,"East Negros Academy, Inc.","San Jose St., Poblacion, Toboso, Negros Occidental",NEGROS OCCIDENTAL,TOBOSO,2nd District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,30,26,0,0,17,0,0,0,0,0,0,0,0,0,0,0,18,32,0,0,11,1,0,0,0,0,0,76,59,135
Region VI,Negros Occidental,Valladolid,410959,"Mother Theresa Colegio de Valladolid, Inc.",National Highway B,NEGROS OCCIDENTAL,VALLADOLID,4th District,SAGUA BANUA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31
Region VI,Bacolod City,Bacolod City I District,343604,ANDRES BONIFACIO SENIOR HIGH SCHOOL,"-Gatuslao St., Brgy. 4 bacolod city",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 4 (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,23,20,0,0,0,0,0,0,33,38,0,0,0,0,0,0,14,18,0,0,0,0,0,0,27,25,0,0,0,0,0,97,101,198
Region VI,Bacolod City,Bacolod City I District,410500,J Dator Institute,Eusebio Arcade III Bldg. 91 Lacson St.,NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 40 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,10,0,0,3,2,0,0,0,0,0,0,0,0,0,17,23,40
Region VI,Bacolod City,Bacolod City III District,403013,ABE International Business College-Bacolod City,"Luzuriaga St. City Proper, Bacolod City",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 37 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,4,0,0,0,0,0,0,0,0,4,11,0,0,0,0,10,11,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,32,33,65
Region VI,Bacolod City,Bacolod City III District,403015,AMA Computer College-Bacolod City,"#8 San Augustine St., North Drive, Bacolod City",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 4 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,6,10,17,10,17,0,0,0,0,14,8,0,0,0,0,2,30,21,17,22,22,0,0,0,0,26,5,0,0,0,0,0,107,122,229
Region VI,Bacolod City,Bacolod City III District,403021,Riverside College,"Dr. Pablo O. Torre Sr. St., Capitol Subdivision, Bacolod City, Negros Occidental",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 5 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,3,4,7,45,159,0,0,0,0,0,0,0,0,0,0,1,5,7,6,51,135,0,0,0,0,0,0,0,0,0,0,0,111,315,426
Region VI,Bacolod City,Bacolod City III District,407395,Asian College of Aeronautics,"26th  Lacson St., Bacolod City",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,MANDALAGAN,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,30,7,37
Region VI,Bacolod City,Bacolod City V District,410700,"Mother Theresa Colegio de Bacolod, Inc.",Araneta St.,NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,SINGCANG-AIRPORT,Private,Non-Sectarian ,School with no Annexes,Purely SHS,6,14,22,44,0,0,0,0,0,0,0,0,0,0,0,0,22,20,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,105,176
Region VI,Bacolod City,Bacolod City VI District,409294,"Sacred Heart Seminary-Bacolod, Inc.",Lizarez Avenue,NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 39 (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,6
Region VI,Bacolod City,Bacolod City VI District,441180,College of Arts and Sciences of Asia and the Pacific,"Milagros Bldg., Gatuslao St., B.C.",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,BARANGAY 38 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,9,2,11,7,12,0,0,0,0,17,10,0,0,0,0,0,1,2,10,2,3,0,2,0,0,4,4,0,0,0,0,0,36,62,98
Region VI,Bacolod City,Bacolod City VII District,441160,"VMA GLOBAL COLLEGE AND TRAINING CENTERS,INC.","Sum-ag, B.C.",NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Lone District,SUM-AG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,124,5,12,25,0,0,0,0,0,0,0,0,0,0,0,0,133,1,20,31,0,0,0,0,0,289,62,351
Region VI,Bago City,Bago City I District,361021,Bago City Senior High School,Prk. Tongoy,NEGROS OCCIDENTAL,BAGO CITY,4th District,SAMPINIT,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,22,15,0,0,8,5,0,0,58,37,0,0,0,0,0,0,16,18,0,0,10,8,0,0,43,36,0,0,0,0,0,157,119,276
Region VI,Bago City,Bago City I District,405735,"i-Tech Computer Education Bago City, Inc.",1084 Araneta St.,NEGROS OCCIDENTAL,BAGO CITY,4th District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,16,46,314,303,68,90,94,59,0,0,141,110,0,0,0,0,26,109,376,435,47,80,83,65,0,0,125,90,0,0,0,0,0,1290,1387,2677
Region VI,Bago City,Bago City I District,405736,"Technological Foundation Institute, Inc.",Rafael M. Salas Drive,NEGROS OCCIDENTAL,BAGO CITY,4th District,BALINGASAG,Private,Sectarian ,School with no Annexes,Purely SHS,0,7,15,16,0,0,0,0,0,0,108,13,0,0,0,0,0,2,3,10,0,0,0,0,0,0,77,10,0,0,0,0,0,203,58,261
Region VI,Bago City,Bago City II District,441510,Notre Dame of Bago City,Rafael M. Salas Drive,NEGROS OCCIDENTAL,BAGO CITY,4th District,BALINGASAG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,52,94,133,0,0,0,0,0,0,37,47,0,0,0,0,20,75,114,174,0,0,0,0,0,0,48,45,0,0,0,0,0,323,526,849
Region VI,Cadiz City,Cadiz City I District,403062,North Negros College,"Cor. Villena-Juan Luna Sts., Cadiz City, Negros Occidental",NEGROS OCCIDENTAL,CADIZ CITY,2nd District,BARANGAY 5 POB. (ZONE 5),Private,Sectarian ,School with no Annexes,Purely SHS,2,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,18,16,34
Region VI,Cadiz City,Cadiz City I District,403195,"CEDAR College, Inc.","CEDAR Building, National Hi-Way, Brgy. Dag-a, Cadiz City, Negros Occidental",NEGROS OCCIDENTAL,CADIZ CITY,2nd District,DAGA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,15,21,38,13,17,0,0,0,0,0,0,0,0,0,0,8,11,24,24,14,24,0,0,0,0,10,6,0,0,0,0,0,95,135,230
Region VI,Iloilo City,Arevalo,407634,"John B. Lacson Foundation Maritime University - Arevalo, Inc.","Sto. Niño Sur, Arevalo, Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,SANTO NINO SUR,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,233,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,3,0,0,0,0,0,0,0,601,7,608
Region VI,Iloilo City,City Proper,403110,ABE International Business College-Iloilo City,"No. 17, TKT Bldg., Mabini St.",ILOILO,ILOILO CITY (Capital),Lone District,EDGANZON,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,1,0,1,1,1,0,0,0,0,3,1,0,0,0,0,1,3,1,4,7,8,0,0,0,0,8,7,0,0,0,0,0,21,26,47
Region VI,Iloilo City,City Proper,403116,ACLC College of Iloilo,"22 AMA Bldg., Delgado St. Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,EDGANZON,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,4,8
Region VI,Iloilo City,City Proper,403132,"Professional Electronics Institute, Inc.","La Salette Bldg., Valeria St., Danao, Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,DANAO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,4,6
Region VI,Iloilo City,City Proper,405880,ACSI College Iloilo Inc.,"4th Floor, Calle Real Center, J.M. Basa Street, Iloilo City, Iloilo",ILOILO,ILOILO CITY (Capital),Lone District,MAGSAYSAY,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,0,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,11,8,19
Region VI,Iloilo City,Jaro,407421,Asian College of Aeronautics,"365 Diversion Road, Sambag, Jaro, Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,SAMBAG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,23,8,31
Region VI,Iloilo City,Lapaz,403138,St. Augustine School of Nursing-Iloilo City,"3rd Flr. R&J Bldg. Huervana St., La Paz, Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,LAGUDA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,6,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,8,24,32
Region VI,Iloilo City,Lapaz,403157,Western Institute of Technology,"Luna St., La Paz, Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,SAN NICOLAS,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,11,9,10,87,70,0,0,0,0,15,6,0,0,0,0,6,15,6,7,64,47,0,0,0,0,14,3,0,0,0,0,0,206,169,375
Region VI,Iloilo City,Mandurriao,410692,"AMEIA COLLEGE OF COMPUTER AND SCIENCES, INC.","FCL Building, NHA",ILOILO,ILOILO CITY (Capital),Lone District,BOLILAO,Private,Non-Sectarian ,Mother school,Purely SHS,6,13,18,22,0,0,7,13,0,0,17,7,0,0,0,0,7,23,17,43,0,0,35,38,0,0,34,33,0,0,0,0,0,141,192,333
Region VI,Iloilo City,Molo,409110,"Interface Computer College, Inc.","Sen. Benigni S. Aquino Avenue, Molo, Iloilo City",ILOILO,ILOILO CITY (Capital),Lone District,TAAL,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,2,3,1,0,0,2,0,0,0,4,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,11,10,21
Region VI,Iloilo City,Molo,442613,St.Therese-MTC Colleges La Fiesta Site,M. H. Del Pilar Street,ILOILO,ILOILO CITY (Capital),Lone District,MARCELO H. DEL PILAR,Private,Non-Sectarian ,Mother school,Purely SHS,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
Region VI,Roxas City,Roxas City District I,403182,"St. Anthony College of Roxas City, Inc.","San Roque Ext., District 1, Roxas City, Capiz",CAPIZ,ROXAS CITY (Capital),1st District,TIZA,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,27,59,0,0,0,0,0,0,0,0,0,0,0,0,5,2,26,54,0,0,0,0,0,0,0,0,0,0,0,58,115,173
Region VI,Roxas City,Roxas City District III,410511,"St. Joseph Vocational and Technical Training and Assessment Center, Inc.",St. Joseph Tech-Voc Center,CAPIZ,ROXAS CITY (Capital),1st District,LAWA-AN,Private,Sectarian ,School with no Annexes,Purely SHS,12,25,41,44,0,0,0,0,0,0,76,42,0,0,0,0,6,12,23,17,0,0,0,0,0,0,60,29,0,0,0,0,0,218,169,387
Region VI,Sagay City,Sagay City District I,343922,Sagay City Senior High School,Sagay City,NEGROS OCCIDENTAL,SAGAY CITY,2nd District,RIZAL,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,71,145,0,0,105,67,0,0,183,176,0,0,0,0,0,0,59,115,0,0,18,12,0,0,172,135,0,0,0,0,0,608,650,1258
Region VI,Sagay City,Sagay City District I,406005,Universal School of Applied Technology,"National Highway, Poblacion I, Sagay City, Negros Occidental",NEGROS OCCIDENTAL,SAGAY CITY,2nd District,POBLACION II (BARANGAY 2),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,292,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,214,0,0,0,0,0,565,393,958
Region VI,Victorias City,Victorias I,403189,Colegio de Sta. Ana de Victorias,"Osmeña Ave., Victorias City, Negros Occidental",NEGROS OCCIDENTAL,CITY OF VICTORIAS,3rd District,BARANGAY V (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,6,27,39,40,111,86,0,0,0,0,14,6,0,0,0,0,3,34,32,47,80,95,1,3,0,0,19,15,0,0,0,0,0,305,353,658
Region VI,Victorias City,Victorias I,407675,Laura Vicuña Women Development and Training Center,Malihao,NEGROS OCCIDENTAL,CITY OF VICTORIAS,3rd District,BARANGAY XX,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,50,54,104
Region VII,Bohol,Loon North,405738,"Bohol College of Science and Technology, Inc.-Loon Campus","Canhangdon Occidental, Loon, Bohol",BOHOL,LOON,1st District,CANHANGDON OCCIDENTAL,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,22,18,40
Region VII,Bohol,Panglao,403266,Cristal e-College Panglao Campus,"Km 15, Central Highway, Tawala, Panglao",BOHOL,PANGLAO,1st District,TAWALA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,20,0,0,27,21,0,0,17,0,0,0,0,0,0,0,4,6,0,0,11,14,0,0,34,1,0,0,0,0,0,0,0,98,62,160
Region VII,Bohol,Pilar,407994,"Bohol College of Science and Technology, Inc. - Pilar Campus",Poblacion,BOHOL,PILAR,3rd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,5,10,15
Region VII,Bohol,Sagbayan,407995,"Bohol College of Science and Technology, Inc. - Main Campus",Sagbayan Sur,BOHOL,SAGBAYAN (BORJA),2nd District,SAGBAYAN SUR,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,110,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,45,0,0,0,0,0,209,87,296
Region VII,Cebu,Alcantara,403284,"Mary's Children Formation College Foundation, Inc.","South Road Boundary, Tungkop, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,TUNGKOP,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Region VII,Cebu,Alcantara,403292,Saint Paul Academy Inc.,"Pres. M.L. Quezon, Suba, Bantayan, Cebu",CEBU,BANTAYAN,4th District,SUBA (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,2,8,4,8,20,27,0,0,0,0,0,0,0,0,0,0,5,12,6,14,30,21,0,0,0,0,0,0,0,0,0,0,0,67,90,157
Region VII,Cebu,Alcantara,403295,Saint Pius X School of Samboan Inc.,"Poblacion, Samboan, Cebu",CEBU,SAMBOAN,2nd District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,42,38,80
Region VII,Cebu,Alcantara,403346,Sta. Monica Academy,"Poblacion, Pinamungajan, Cebu",CEBU,PINAMUNGAHAN,3rd District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,33,28,0,0,0,0,0,0,0,0,0,0,4,4,5,8,32,21,0,0,0,0,11,2,0,0,0,0,0,85,63,148
Region VII,Cebu,Alcantara,406553,Informatics College Cebu Inc. - Consolacion,"Ground Flr. MGM Building, North Highway, Poblacion Occidental Consolacion, Cebu",CEBU,CONSOLACION,6th District,POBLACION ORIENTAL,Private,Sectarian ,School with no Annexes,Purely SHS,16,55,16,58,0,0,1,12,0,0,93,37,0,0,0,0,9,35,24,56,0,0,8,13,0,0,63,31,0,0,0,0,0,230,297,527
Region VII,Cebu,Alcantara,407025,Lyceum of Cebu,"Brgy. Looc, Santander, Cebu",CEBU,SANTANDER,2nd District,LOOC,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,6,31,19,56,29,0,0,0,0,14,11,0,0,0,0,3,25,24,22,75,41,23,16,0,0,9,6,0,0,0,0,0,235,175,410
Region VII,Cebu,Alcantara,407544,University of the Visayas-Dalaguete Campus,"Poblacion, Dalaguete, Cebu",CEBU,DALAGUETE,1st District,POBLACION,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,15,8,28,21,0,0,0,0,7,2,0,0,0,0,9,34,29,46,66,46,0,0,0,0,10,10,0,0,0,0,0,164,167,331
Region VII,Cebu,Alcantara,407545,University of the Visayas-Minglanilla Campus,"Tiber Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,CALAJO-AN,Private,Sectarian ,School with no Annexes,Purely SHS,2,6,4,6,26,5,0,0,0,0,0,0,0,0,0,0,4,10,8,14,32,12,0,0,0,0,0,0,0,0,0,0,0,76,53,129
Region VII,Cebu,Balamban I,410620,"ECT EXCELLENCIA GLOBAL ACADEMY FOUNDATION, INC.","Buanoy, Balamban, Cebu Province",CEBU,BALAMBAN,1st District,BUANOY,Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,29,541,434,40,52,0,0,0,0,45,36,0,0,0,0,7,37,43,82,37,58,0,0,0,0,39,46,0,0,0,0,0,759,774,1533
Region VII,Cebu,Balamban I,410775,"Balamban Extensive Skills and Technology, Inc.","Cantuod, Balamban, Cebu Province",CEBU,BALAMBAN,1st District,CANTUOD,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,52,19,71
Region VII,Cebu,Compostela,408786,"Saint James Technical Skills College, Inc.",Poblacion,CEBU,COMPOSTELA,5th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,29,24,86,50,41,13,15,0,0,205,104,0,0,0,0,6,20,0,0,0,0,32,31,0,0,41,27,0,0,0,0,0,378,353,731
Region VII,Cebu,Ginatilan,306066,Antonio O. Singco Senior High School,"San Roque, Ginatilan, Cebu",CEBU,GINATILAN,1st District,SAN ROQUE,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,107
Region VII,Cebu,Minglanilla I,409775,Metrologyx Institute of Technology,"Bayong, Cadulawan, Minglanilla",CEBU,MINGLANILLA,1st District,CADULAWAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,11,4,0,0,0,0,23,3,0,0,0,0,0,44,15,59
Region VII,Cebu,Minglanilla I,447145,"Mary Our Help Technical Institute for Women, Inc.","Tunghaan, Minglanilla, Cebu",CEBU,MINGLANILLA,1st District,TUNGHAAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,13,0,0,10,22,0,0,0,0,13,21,0,0,0,0,0,15,0,0,7,14,0,0,0,0,13,19,0,0,0,0,0,44,104,148
Region VII,Cebu,Sibonga,306267,Simala Senior High School,"Brgy. Simala, Sibonga Cebu",CEBU,SIBONGA,1st District,POBLACION,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,62
Region VII,Cebu,Sogod,306272,Lubo Senior High School,"Lubo, Sogod, Cebu",CEBU,SOGOD,1st District,LUBO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
Region VII,Cebu City,North District 2,403297,"AMA Computer College, Inc,-Cebu City","AMA Building, #46 S. Cabahug cor. Pres. Roxas St. Casals Village, Mabolo, Cebu city",CEBU,CEBU CITY (Capital),1st District,MABOLO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
Region VII,Cebu City,North District 2,403323,"College of Technological Sciences- Cebu, Inc.","N. Bacalso Ave., Sambag 1, Cebu City, Cebu",CEBU,CEBU CITY (Capital),1st District,SAMBAG I (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,1,0,1,1,4,0,0,0,0,25,1,0,0,0,0,1,2,3,4,3,3,0,0,0,0,20,3,0,0,0,0,0,54,19,73
Region VII,Cebu City,North District 2,403336,International School for Culinary Arts and Hotel Mgt.-Cebu,"Ground Floor Synergis IT Center, F. Cabahug St., Brgy. Kasambagan, 6000 Cebu City",CEBU,CEBU CITY (Capital),1st District,KASAMBAGAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,8,8,16
Region VII,Cebu City,North District 2,403341,Rizwoods Colleges-Sambag,"#51 N. Bacaiso Ave., Sambag 1, Cebu City",CEBU,CEBU CITY (Capital),1st District,SAMBAG I (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,25,35,60
