region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
CAR,Baguio City,District I,400861,AMA Computer College-Baguio City,"3rd Floor Heavenly Host Realty Building, #12 Aspiras Palispis Highway, Baguio City",BENGUET,BAGUIO CITY,1st District,NEW LUCBAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,7,13,6,6,22,0,1,0,0,12,14,0,0,0,0,9,12,26,30,20,36,3,1,0,0,36,17,0,0,0,0,0,128,146,274
CAR,Baguio City,District I,400867,Baguio College of Technology,"37 Harrison Road, Baguio City / 51 Plaza Natalia Building, Naguilian Road, Baguio City",BENGUET,BAGUIO CITY,1st District,HARRISON-CLAUDIO CARANTES,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,77,81,45,57,0,0,0,0,81,9,0,0,0,0,0,0,74,62,54,46,0,0,0,0,80,18,0,0,0,0,0,411,273,684
CAR,Baguio City,District I,400869,"BSBT College, Inc.","434 Magsaysay Avenue, Happy Homes, Baguio City, Benguet",BENGUET,BAGUIO CITY,1st District,"MAGSAYSAY, LOWER",Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,2,4,6,0,0,0,0,0,0,50,8,0,0,0,0,1,2,9,4,0,0,1,1,0,0,34,9,0,0,0,0,0,102,32,134
CAR,Baguio City,District I,400883,"Data Center College of the Philippines of Baguio City, Inc.","Bonifacio Street cor Sumulong Street, Baguio City, Benguet",BENGUET,BAGUIO CITY,1st District,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),Private,Non-Sectarian ,School with no Annexes,Purely SHS,49,84,126,107,85,114,0,0,0,0,171,92,0,0,0,0,22,34,80,84,61,79,0,0,0,0,106,72,0,0,0,0,0,700,666,1366
CAR,Baguio City,District I,400889,"Informatics Baguio City Center, Inc.","3/F Decibar Bldg., 65 Lower Bonifacio St., Baguio City",BENGUET,BAGUIO CITY,1st District,ANDRES BONIFACIO (LOWER BOKAWKAN),Private,Non-Sectarian ,School with no Annexes,Purely SHS,6,7,9,14,3,10,0,0,0,0,17,10,0,0,0,0,0,3,1,3,0,0,0,0,0,0,20,7,0,0,0,0,0,56,54,110
CAR,Baguio City,District I,400906,STI College - Baguio,"1 Private Road, New Lucban St., Baguio City",BENGUET,BAGUIO CITY,1st District,NEW LUCBAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,17,6,23,24,39,0,0,0,0,52,41,0,0,0,0,8,12,8,20,27,37,0,0,0,0,52,39,0,0,0,0,0,182,228,410
CAR,Baguio City,District I,407316,Phisa Institute of Technology,"03 Benitez Compound, Magsaysay, Baguio City",BENGUET,BAGUIO CITY,1st District,"MAGSAYSAY, LOWER",Private,Sectarian ,School with no Annexes,Purely SHS,0,4,2,6,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
CAR,Baguio City,District I,407460,University of Baguio Science High School,"General Luna Road, Baguio City",BENGUET,BAGUIO CITY,1st District,"GENERAL LUNA, LOWER",Private,Sectarian ,School with no Annexes,Purely SHS,9,10,9,18,54,101,0,0,0,0,0,0,0,0,0,0,8,15,7,14,64,85,0,0,0,0,0,0,0,0,0,0,0,151,243,394
CAR,Baguio City,District I,481503,Pines City Colleges,Magsaysay Avenue,BENGUET,BAGUIO CITY,Lone District,HAPPY HOMES (HAPPY HOMES-LUCBAN),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,20,33,53
CAR,Tabuk City,Nothern  Tabuk District I,400939,Cordillera A+ Computer Technology College,"Bersamin Bldg., Tabuk City, Kalinga",KALINGA,CITY OF TABUK (Capital),Lone District,DAGUPAN WESTE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAR,Tabuk City,Southern Tabuk District I,407461,"St. William's Academy, Bulanao Inc.","Provincial Road, Tabuk, Kalinga",KALINGA,CITY OF TABUK (Capital),Lone District,BULANAO,Private,Sectarian ,School with no Annexes,Purely SHS,3,15,129,93,54,141,0,0,0,0,0,0,0,0,0,0,3,18,167,108,69,137,0,0,0,0,0,0,0,0,0,0,0,425,512,937
CAR,Tabuk City,Eastern Tabuk District I,400927,International School of Asia and the Pacific-Kalinga Campus,"Bulanao Norte, Tabuk, Kalinga",KALINGA,CITY OF TABUK (Capital),Lone District,IPIL,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,35,19,6,14,0,0,0,0,8,0,0,0,0,0,0,0,53,32,6,11,0,0,0,0,12,0,0,0,0,0,0,120,76,196
NCR,City of San Juan,San Juan District II,305608,San Juan City Academic Senior High School,Pinaglabanan Street,NCR   SECOND DISTRICT,CITY OF SAN JUAN,Lone District,RIVERA,Public,DepED Managed,School with no Annexes,Purely SHS,14,32,37,49,17,29,28,19,0,0,0,0,0,0,0,0,19,43,52,37,27,22,48,46,0,0,0,0,0,0,0,0,0,242,277,519
NCR,City of San Juan,San Juan District II,305609,San Juan City Technical-Vocational and Livelihood -Senior High School,"Dr. A. Ejercito St., Cor. Jose Gil St",NCR   SECOND DISTRICT,CITY OF SAN JUAN,Lone District,ISABELITA,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,138,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,81,0,0,0,0,0,268,183,451
NCR,Navotas,Navotas District I,340628,Filemon T. Lizan Senior High School,Dr. C. Bauza Street,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Lone District,BAGUMBAYAN SOUTH,Public,DepED Managed,School with no Annexes,Purely SHS,26,67,46,100,82,136,20,26,0,0,0,0,0,0,0,0,17,41,47,45,52,71,22,19,0,0,0,0,0,0,0,0,0,312,505,817
NCR,Navotas,Navotas District I,340629,Bangkulasi Senior High School,14 Sioson Street,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Lone District,BANGCULASI,Public,DepED Managed,School with no Annexes,Purely SHS,31,31,44,25,0,0,0,0,0,0,0,0,0,0,0,0,18,33,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,224
NCR,Manila,Tondo I,401141,"ABE International College of Business & Economics of Manila, Inc.",2578 Legarda Street,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 395,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,2,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,5,4,0,0,0,0,9,6,0,0,0,0,0,19,21,40
NCR,Manila,Tondo I,401143,"AMA Computer College - Sta. Mesa, Inc.","3299 R. Magsaysay Boulevard corner Maganda Street, Sta. Mesa","MANILA, NCR,  FIRST DISTRICT ",ERMITA,4th District,BARANGAY 660,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,1,2,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,13
NCR,Manila,Tondo I,401144,"AMA Computer Learning Center of Northbay, Inc.","3/F MTSC Building, Juan Luna corner Capulong Streets","MANILA, NCR,  FIRST DISTRICT ",TONDO,1st District,BARANGAY 95,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,145,209,0,0,98,54,0,0,0,0,0,0,0,0,0,0,85,126,0,0,50,30,0,0,0,0,0,378,419,797
NCR,Manila,Tondo I,401150,"Centro Escolar Integrated School, Inc.",9 Mendiola Street,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,1st District,BARANGAY 641,Private,Non-Sectarian ,School with no Annexes,Purely SHS,14,16,8,30,81,189,0,0,0,0,0,0,0,0,0,0,18,26,8,20,60,223,0,0,0,0,0,0,0,0,0,0,0,189,504,693
NCR,Manila,Tondo I,401160,Emilio Aguinaldo College,"1113-1117 San Marcelino St., Paco, Manila 1000","MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,5th District,BARANGAY 764,Private,Non-Sectarian ,School with no Annexes,Purely SHS,82,157,166,203,384,422,0,0,0,0,111,97,23,3,0,0,43,90,57,64,124,186,0,0,0,0,37,29,6,0,0,0,0,1033,1251,2284
NCR,Manila,Tondo I,401187,Informatics College-Manila,"270 BDO Bldg. C.M. Recto Ave., Quiapo,","MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 395,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,9,5,14
NCR,Manila,Tondo I,401188,Lyceum of the Philippines University-Manila,"33 Muralla cor. Real St., Intramuros, Manila","MANILA, NCR,  FIRST DISTRICT ",INTRAMUROS,5th District,BARANGAY 658,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,66,4,17,16,27,0,0,0,0,0,0,0,0,0,0,0,51,110,161
NCR,Manila,Tondo I,401193,"Malayan Education System, Inc.",658 Muralla Street,"MANILA, NCR,  FIRST DISTRICT ",INTRAMUROS,5th District,BARANGAY 658,Private,Non-Sectarian ,School with no Annexes,Purely SHS,22,16,14,16,380,232,6,1,0,0,0,0,0,0,0,0,11,4,21,8,344,187,0,0,0,0,0,0,0,0,0,0,0,798,464,1262
NCR,Manila,Tondo I,401195,Mary Chiles College,667 Dalupan Street,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 404,Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,7,5,21,15,19,0,0,0,0,8,27,0,0,0,0,8,9,4,5,12,16,0,0,0,0,2,14,0,0,0,0,0,56,118,174
NCR,Manila,Tondo I,401242,"Philippine College of Health Sciences, Inc.",1813 C.M. Recto Avenue,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,5th District,BARANGAY 395,Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,13,38,29,23,36,10,6,0,0,0,4,0,0,0,0,2,5,5,2,3,2,4,4,0,0,2,3,0,0,0,0,0,97,104,201
NCR,Manila,Tondo I,401259,Philippine School of Business Administration,"826 R. Papa St., Sampaloc, Manila","MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 396,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10
NCR,Manila,Tondo I,401290,San Beda College,"E. Mendiola St., San Miguel, Manila","MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,3rd District,BARANGAY 638,Private,Sectarian ,School with no Annexes,Purely SHS,48,25,33,58,86,78,0,0,0,0,0,0,0,0,0,0,35,38,45,55,75,83,0,0,0,0,0,0,0,0,0,0,0,322,337,659
NCR,Manila,Tondo I,401293,St. Paul University Manila,"680 Pedro Gil St., Malate, Manila","MANILA, NCR,  FIRST DISTRICT ",MALATE,5th District,BARANGAY 697,Private,Sectarian ,School with no Annexes,Purely SHS,2,8,2,15,18,44,0,0,0,0,0,0,0,0,7,24,6,12,3,14,16,33,0,0,0,0,0,0,0,0,3,15,0,57,165,222
NCR,Manila,Tondo I,401298,STI College - Recto,"1914 Dona Faustina Bldg., C.M. Recto Ave., Manila","MANILA, NCR,  FIRST DISTRICT ",QUIAPO,3rd District,BARANGAY 392,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR,Manila,Tondo I,401303,STI College - Taft,"2133 Taft Avenue, Malate, Manila","MANILA, NCR,  FIRST DISTRICT ",MALATE,5th District,BARANGAY 709,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR,Manila,Tondo I,401323,Technological Institute of the Philippines, 363 P. Casal Street,"MANILA, NCR,  FIRST DISTRICT ",QUIAPO,3rd District,BARANGAY 385,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,10,0,0,0,0,0,0,0,0,0,0,0,25,13,38
NCR,Manila,Tondo I,405674,Access Computer and Technical College-Manila Campus,"2nd Floor, Access Bldg., C. M. Recto cor. Quezon Blvd., Manila","MANILA, NCR,  FIRST DISTRICT ",QUIAPO,3rd District,BARANGAY 306,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR,Manila,Tondo I,405679,"ACLC College of Manila, Inc.",2355 Legarda corner Manrique Streets,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 416,Private,Non-Sectarian ,School with no Annexes,Purely SHS,38,66,69,69,0,0,38,47,0,0,46,12,0,0,0,0,21,55,41,38,0,0,17,27,0,0,34,21,0,0,0,0,0,304,335,639
NCR,Manila,Tondo I,406506,AMA Computer Learning Center - Paco,"3rd Flr., LLS Bldg, 934-936 Pedro Gil St., cor. Agoncillo St., Malate, Manila","MANILA, NCR,  FIRST DISTRICT ",MALATE,5th District,BARANGAY 694,Private,Sectarian ,School with no Annexes,Purely SHS,5,24,27,26,0,0,13,17,0,0,57,45,0,0,0,0,4,11,3,9,0,0,3,5,0,0,16,21,0,0,0,0,0,128,158,286
NCR,Manila,Sta. Cruz I,408333,Manila Business College,MBC Bldg. 1671 Alvarez,"MANILA, NCR,  FIRST DISTRICT ",SANTA CRUZ,3rd District,BARANGAY 342,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR,Manila,Sta. Cruz I,408849,"Chinese General Hospital Colleges, Inc.","286 Blumentritt Street,","MANILA, NCR,  FIRST DISTRICT ",SANTA CRUZ,3rd District,BARANGAY 297,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,23,48,0,0,0,0,0,0,0,0,0,0,2,1,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,41,73,114
NCR,Manila,Sta. Cruz III,409367,"PMI Colleges, Inc",419 W. Burke Street,"MANILA, NCR,  FIRST DISTRICT ",BINONDO,3rd District,BARANGAY 290,Private,Non-Sectarian ,Mother school,Purely SHS,0,0,5,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,3,19
NCR,Manila,Sta. Cruz III,410395,Shekinah Institute of Management and Technology,4th Floor 1301 corner Gelinos and Laong Laan Streets,"MANILA, NCR,  FIRST DISTRICT ",SANTA CRUZ,3rd District,BARANGAY 342,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR,Manila,Sampaloc IV,408848,"Golden Success College, Inc","Golden Success Building, 840 M.F. Jhocson St.,","MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 459,Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,10,12,17,0,0,4,4,0,0,9,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,34,45,79
NCR,Manila,Sampaloc IV,409305,Inventors School of the Philippines Inc.,"2117 URC Building España Boulevard, Blumentritt","MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 513,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR,Manila,Sampaloc VII,340599,SHS within A.Maceda Intg. Sch.-Elem.,"Buenos Aires Street corner Manga Avenue, Sta. Mesa","MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,4th District,BARANGAY 581,Public,DepED Managed,School with no Annexes,Purely SHS,11,15,47,26,0,0,0,0,0,0,27,8,0,0,0,0,12,26,25,20,0,0,37,31,0,0,51,15,0,0,0,0,0,210,141,351
NCR,Manila,Sampaloc VIII,340602,E. QUIRINO Senior High School within Bacood,"Bacood Street, Sta. Mesa","MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,6th District,BARANGAY 625,Public,DepED Managed,School with no Annexes,Purely SHS,14,29,20,22,30,22,0,0,0,0,52,23,0,0,0,0,8,22,17,28,14,9,0,0,0,0,46,21,0,0,0,0,0,201,176,377
NCR,Manila,Malate,401151,De La Salle University Integrated School,"2401 Taft Avenue, Manila","MANILA, NCR,  FIRST DISTRICT ",MALATE,5th District,BARANGAY 719,Private,Sectarian ,School with no Annexes,Purely SHS,131,148,76,173,206,203,0,0,0,0,0,0,4,15,23,49,125,231,40,142,175,334,0,0,0,0,0,0,0,0,26,59,0,806,1354,2160
NCR,Manila,Malate,408850,"Mariana Academy of Maritime Studies, Inc.","7th, 8th & 14th Floor G. E. Antonino Bldg., T. M. Kalaw cor. Bocobo Sts.,","MANILA, NCR,  FIRST DISTRICT ",ERMITA,5th District,BARANGAY 666,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,4,0,0,0,0,0,0,0,21,9,30
NCR,Manila,Malate,410452,Philippine College of Advanced Arts and Technology Inc.,"1914 Doña Faustina Building, Recto Avenue","MANILA, NCR,  FIRST DISTRICT ",QUIAPO,4th District,BARANGAY 392,Private,Non-Sectarian ,School with no Annexes,Purely SHS,77,180,273,272,137,128,44,37,0,0,242,220,0,0,9,17,120,387,402,462,224,232,57,121,0,0,303,263,0,0,30,40,0,1918,2359,4277
NCR,Quezon City,School District I,305591,Vito L. Belarmino Senior High School,"M. Gregorio St., corner F. Salalilla St.,",NCR   SECOND DISTRICT,QUEZON CITY,3rd District,MILAGROSA,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,52,13,65
NCR,Quezon City,School District I,340698,Nick M. Joaquin Senior High School,Road 19,NCR   SECOND DISTRICT,QUEZON CITY,1st District,BAHAY TORO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,31,34,0,0,30,21,0,0,18,6,0,0,0,0,0,0,40,46,0,0,44,37,0,0,22,5,0,0,0,0,0,185,149,334
NCR,Quezon City,School District I,360869,Carlos P. Romulo Senior High School,Road 10,NCR   SECOND DISTRICT,QUEZON CITY,1st District,BAGONG PAG-ASA,Public,DepED Managed,School with no Annexes,Purely SHS,25,37,40,33,27,29,0,0,0,0,0,0,0,0,0,0,13,26,42,35,35,45,0,0,0,0,0,0,0,0,0,0,0,182,205,387
NCR,Quezon City,School District I,360870,Apolonio Samson National High School,Kaingin Road,NCR   SECOND DISTRICT,QUEZON CITY,6th District,APOLONIO SAMSON,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,22,38,5,11,0,0,0,0,14,7,0,0,0,0,0,0,35,25,7,10,0,0,0,0,24,6,0,0,0,0,0,107,97,204
NCR,Quezon City,School District I,401445,ABE International College of Business and Accountancy-Cubao,"Rempson Bldg., Aurora Blvd. Cubao, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,3rd District,SOCORRO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,4,3,5,5,3,0,0,0,0,10,5,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,20,24,44
NCR,Quezon City,School District I,401451,Asian Institute of Computer Studies - Commonwealth,AICS Building Commonwealth Avenue,NCR   SECOND DISTRICT,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Non-Sectarian ,School with no Annexes,Purely SHS,14,37,11,22,45,51,11,11,0,0,63,18,0,0,0,0,15,36,8,8,64,48,11,10,0,0,58,16,0,0,0,0,0,300,257,557
NCR,Quezon City,School District I,401453,Bestlink College of the Philippines,"762 Topaz corner Sapphire Street, Millionares Village, San Agustin",NCR   SECOND DISTRICT,QUEZON CITY,5th District,KALIGAYAHAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,79,160,261,260,140,133,54,31,16,2,241,149,0,0,0,0,45,104,156,107,83,62,40,30,0,0,110,77,0,0,0,0,0,1225,1115,2340
NCR,Quezon City,School District I,401455,"CIIT SHS, Inc.","3rd and 4th Floor, The Ignacia Place, 62 Sgt. Esguerra corner Mo. Ignacia Street",NCR   SECOND DISTRICT,QUEZON CITY,4th District,KAMUNING,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,44,36,0,0,29,64,0,0,0,0,0,0,0,0,0,0,17,23,0,0,16,26,0,106,149,255
NCR,Quezon City,School District I,401457,Colegio de Sta. Teresa de Avila Foundation Inc.,"6 Kingfisher cor. Skylart Sts., Zabarte Subd., Novaliches, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,1st District,KALIGAYAHAN,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,30,26,56
NCR,Quezon City,School District I,401459,Diliman College,"Commonwealth Avenue, Diliman, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,3rd District,MATANDANG BALARA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,22,31,0,0,0,0,0,0,0,0,12,10,0,0,0,0,20,28,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,69,83,152
NCR,Quezon City,School District I,401468,Electron College of Technical Education Corporation,"664 Electron Building, Quirino Highway, Novaliches",NCR   SECOND DISTRICT,QUEZON CITY,1st District,BAGBAG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,79,118,103,0,0,39,39,0,0,402,362,0,0,0,0,0,600,583,1183
NCR,Quezon City,School District I,401471,Far Eastern University-Nicanor Reyes Medical Foundation,Regalado Avenue,NCR   SECOND DISTRICT,QUEZON CITY,1st District,PASONG TAMO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62,0,0,0,0,0,0,0,0,0,0,0,24,62,86
NCR,Quezon City,School District I,401473,"Gates Professional Schools, Inc.","4th Floor Kostka Building, 289 Katipunan Avenue",NCR   SECOND DISTRICT,QUEZON CITY,1st District,LOYOLA HEIGHTS,Private,Sectarian ,School with no Annexes,Purely SHS,2,17,10,25,12,21,6,6,0,0,10,4,0,0,0,0,3,7,4,7,4,13,7,7,0,0,0,0,0,0,0,0,0,58,107,165
NCR,Quezon City,School District I,401474,"Gardner College Diliman, Inc. (Formerly: Informatics College Quezon City, Inc.)","29 North Ave., Archipelago Bldg. Diliman, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,1st District,BAGONG PAG-ASA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,56,122,85,129,117,147,24,11,0,0,83,32,0,0,10,17,31,133,48,93,65,102,13,19,0,0,63,20,0,0,8,17,0,603,842,1445
NCR,Quezon City,School District I,401486,"Integrated Innovation and Hospitality Colleges, Inc.",Buenamar Street,NCR   SECOND DISTRICT,QUEZON CITY,5th District,NOVALICHES PROPER,Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,18,0,0,0,0,15,11,0,0,30,42,0,0,0,0,36,107,0,0,0,0,26,37,0,0,108,113,0,0,0,0,0,219,328,547
NCR,Quezon City,School District I,401490,Microcadd Institute Inc.,"5th Floor, Doña Consolacion Bldg., Araneta Center, Cubao, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,1st District,SOCORRO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,3,8
NCR,Quezon City,School District I,401495,National Polytechnic College of Science and Technology-Lagro,"Blk. 125, Lot 22, Quirino Highway, Lagro, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,5th District,GREATER LAGRO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,110,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,0,0,0,148,96,244
NCR,Quezon City,School District I,401500,National Polytechnic College of Science and Technology-Novaliches,"Blk 4 Lot 7 Palm Street, Greenfields 1 Subd., Novaliches, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,5th District,GULOD,Private,Sectarian ,School with no Annexes,Purely SHS,19,29,82,86,0,0,30,35,0,0,0,0,0,0,0,0,4,13,12,13,0,0,5,7,0,0,0,0,0,0,0,0,0,152,183,335
NCR,Quezon City,School District I,401513,Republican College,"42 18th Avenue, Murphy, Cubao",NCR   SECOND DISTRICT,QUEZON CITY,1st District,SAN ROQUE,Private,Sectarian ,School with no Annexes,Purely SHS,12,23,42,57,44,33,5,9,0,0,0,0,0,0,0,0,9,46,30,24,35,46,23,27,0,0,0,0,0,0,0,0,0,200,265,465
NCR,Quezon City,School District I,401531,"St. Augustine College - Quezon City, Inc.",1115 DHC Bldg. EDSA Veterans Village,NCR   SECOND DISTRICT,QUEZON CITY,1st District,VETERANS VILLAGE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,8,2,3,5,1,1,2,0,0,2,0,0,0,0,0,0,19,18,37
NCR,Quezon City,School District I,401544,"St. John Technological College of the Philippines, Inc.","29 Jewel Street, Forest Hills Subdivision, Novaliches",NCR   SECOND DISTRICT,QUEZON CITY,1st District,GULOD,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,3,10,21,4,8,3,0,0,19,12,0,0,0,0,0,0,9,6,22,2,0,0,0,0,4,4,0,0,0,0,0,86,41,127
NCR,Quezon City,School District I,401553,STI College - Fairview,"STI Academic Center, 70 Regalado Ave. North Fairview, Quezon City",NCR   SECOND DISTRICT,QUEZON CITY,1st District,NORTH FAIRVIEW,Private,Non-Sectarian ,School with no Annexes,Purely SHS,16,67,27,51,89,107,0,0,0,0,77,42,0,0,0,0,9,20,16,12,44,44,0,0,0,0,51,23,0,0,0,0,0,329,366,695
NCR,Quezon City,School District I,401556,STI College - Muñoz - EDSA,"Tanco-cu Building, EDSA",NCR   SECOND DISTRICT,QUEZON CITY,1st District,RAMON MAGSAYSAY,Private,Non-Sectarian ,School with no Annexes,Purely SHS,17,53,19,30,68,72,4,3,0,0,86,48,0,0,0,0,8,23,7,12,24,30,4,0,0,0,68,41,0,0,0,0,0,305,312,617
