region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region I,"Pangasinan II, Binalonan",Sison,300269,Alibeng NHS,-Alibeng,PANGASINAN,SISON,5th District,ALIBENG,Public,DepED Managed,School with no Annexes,JHS with SHS,17,18,21,26,16,22,20,31,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,110,112,222
Region I,"Pangasinan II, Binalonan",Sison,300278,Artacho NHS,"Artacho, Sison, Pang.",PANGASINAN,SISON,5th District,ARTACHO,Public,DepED Managed,School with no Annexes,JHS with SHS,44,52,52,37,49,46,52,44,0,0,2,11,12,19,8,16,21,9,0,0,0,0,0,0,0,0,4,9,12,22,13,18,31,5,0,0,0,0,0,0,0,0,0,288,300,588
Region I,"Pangasinan II, Binalonan",Sison,300279,Alejandro F. Oligan HS (Asan Sur NHS),oligan street,PANGASINAN,SISON,5th District,ASAN SUR,Public,DepED Managed,School with no Annexes,JHS with SHS,77,73,63,81,48,66,60,68,0,0,0,4,43,33,16,12,0,0,0,0,19,15,0,0,0,0,2,5,16,14,6,18,20,19,0,0,17,7,0,0,0,0,0,433,369,802
Region I,"Pangasinan II, Binalonan",Sison,300292,Bulaoen East NHS,Bulaoen East,PANGASINAN,SISON,5th District,BULAOEN EAST,Public,DepED Managed,School with no Annexes,JHS with SHS,25,24,42,27,21,18,24,23,0,0,1,1,6,6,0,0,0,0,0,0,15,8,0,0,0,0,0,3,12,6,0,0,0,0,0,0,16,20,0,0,0,0,0,168,130,298
Region I,"Pangasinan II, Binalonan",Sison,300305,Don Amadeo Perez NHS,"Purok 1, Binmeckeg",PANGASINAN,SISON,5th District,BINMECKEG,Public,DepED Managed,School with no Annexes,JHS with SHS,26,22,27,22,21,30,20,30,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,141,129,270
Region I,"Pangasinan II, Binalonan",Sison,300317,Labayug National High School,Bao-ed St.,PANGASINAN,SISON,5th District,LABAYUG,Public,DepED Managed,School with no Annexes,JHS with SHS,24,40,38,40,28,36,43,58,0,0,0,0,0,0,5,14,43,29,0,0,0,0,0,0,0,0,0,0,0,0,5,12,25,25,0,0,0,0,0,0,0,0,0,220,245,465
Region I,"Pangasinan II, Binalonan",Sison,300336,Pindangan NHS (Sison),-Pindangan,PANGASINAN,SISON,5th District,PINDANGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,20,26,16,29,22,24,17,23,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,115,113,228
Region I,"Pangasinan II, Binalonan",Sison,300337,Pinmilapil National High School,"Pinmilapil, Sison, Pangasinan",PANGASINAN,SISON,5th District,PINMILAPIL,Public,DepED Managed,School with no Annexes,JHS with SHS,24,28,29,32,18,32,24,32,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,143,125,268
Region I,"Pangasinan II, Binalonan",Sta. Maria,300309,Eastern Pangasinan Agricultural College,-Paitan,PANGASINAN,SANTA MARIA,6th District,PAITAN,Public,DepED Managed,School with no Annexes,JHS with SHS,91,118,119,141,119,107,113,138,0,0,1,16,56,47,32,36,7,6,0,0,59,33,0,0,0,0,5,7,55,56,20,38,22,26,0,0,37,19,0,0,0,0,0,763,761,1524
Region I,"Pangasinan II, Binalonan",Sto. Tomas,300275,Antonio P. Villar National High School,"Poblacion, West",PANGASINAN,SANTO TOMAS,5th District,POBLACION WEST,Public,DepED Managed,School with no Annexes,JHS with SHS,58,79,71,99,63,67,83,80,0,0,6,22,0,0,4,17,25,13,0,0,19,16,0,0,0,0,7,14,0,0,9,21,27,30,0,0,20,10,0,0,0,0,0,424,436,860
Region I,"Pangasinan II, Binalonan",Sto. Tomas,321203,San Antonio NHS,San Antonio,PANGASINAN,SANTO TOMAS,5th District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,JHS with SHS,45,32,40,47,29,43,59,49,0,0,0,0,18,21,0,0,0,0,0,0,19,1,0,0,0,0,0,0,15,22,0,0,0,0,0,0,13,20,0,0,0,0,0,229,244,473
Region I,"Pangasinan II, Binalonan",Tayug I,300363,Tayug NHS,Plaridel Street,PANGASINAN,TAYUG,6th District,BARANGAY B (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,301,256,319,358,314,353,390,438,0,0,10,42,134,168,59,97,0,0,0,0,124,61,0,0,0,0,14,46,135,115,52,91,9,8,0,0,92,75,0,0,0,0,0,1863,2198,4061
Region I,"Pangasinan II, Binalonan",Tayug II,300333,Panganiban NHS,"Panganiban, (Barangay Road)",PANGASINAN,TAYUG,6th District,PANGANIBAN,Public,DepED Managed,School with no Annexes,JHS with SHS,38,33,30,36,19,22,25,35,0,0,0,0,16,13,0,0,0,0,0,0,16,19,0,0,0,0,0,0,17,7,0,0,0,0,0,0,5,1,0,0,0,0,0,191,141,332
Region I,"Pangasinan II, Binalonan",Umingan I,300283,Baracbac NHS,Baracbac,PANGASINAN,UMINGAN,6th District,BARACBAC,Public,DepED Managed,School with no Annexes,JHS with SHS,22,24,32,25,30,40,31,30,0,0,0,0,6,15,0,0,13,17,0,0,0,0,0,0,0,0,0,0,7,7,0,0,16,14,0,0,0,0,0,0,0,0,0,145,184,329
Region I,"Pangasinan II, Binalonan",Umingan I,300316,La Paz NHS,La Paz,PANGASINAN,UMINGAN,6th District,LA PAZ,Public,DepED Managed,School with no Annexes,JHS with SHS,49,65,64,73,44,61,54,56,0,0,0,0,20,8,0,0,43,18,0,0,8,20,0,0,0,0,0,0,0,0,0,0,56,48,0,0,11,12,0,0,0,0,0,389,321,710
Region I,"Pangasinan II, Binalonan",Umingan I,300327,Maseil-seil Alo-o NHS,Maseil-seil,PANGASINAN,UMINGAN,6th District,MASEIL-SEIL,Public,DepED Managed,School with no Annexes,JHS with SHS,18,27,31,37,42,31,28,32,0,0,0,0,0,0,0,0,15,16,0,0,17,7,0,0,0,0,0,0,0,0,0,0,7,16,0,0,20,10,0,0,0,0,0,172,182,354
Region I,"Pangasinan II, Binalonan",Umingan I,300365,Umingan National High School,Burgos St.,PANGASINAN,UMINGAN,6th District,POBLACION WEST,Public,DepED Managed,School with no Annexes,JHS with SHS,289,351,382,328,292,357,370,395,0,0,11,25,178,135,70,47,25,44,0,0,110,75,0,0,0,0,17,32,217,155,28,50,27,71,0,0,88,61,0,0,0,0,0,2121,2109,4230
Region I,"Pangasinan II, Binalonan",Umingan II,300293,Cabalitian NHS,-Cabalitian,PANGASINAN,UMINGAN,6th District,CABALITIAN,Public,DepED Managed,School with no Annexes,JHS with SHS,10,16,21,16,15,14,16,17,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,97,87,184
Region I,"Pangasinan II, Binalonan",Umingan II,300313,Flores NHS,-Flores,PANGASINAN,UMINGAN,6th District,FLORES,Public,DepED Managed,School with no Annexes,JHS with SHS,18,25,32,32,17,25,39,20,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,161,135,296
Region I,"Pangasinan II, Binalonan",Umingan II,300338,Prado National High School,-Prado,PANGASINAN,UMINGAN,6th District,PRADO,Public,DepED Managed,School with no Annexes,JHS with SHS,18,13,33,13,29,32,34,19,0,0,0,0,15,14,0,0,15,9,0,0,0,0,0,0,0,0,0,0,15,10,0,0,16,13,0,0,0,0,0,0,0,0,0,138,160,298
Region I,"Pangasinan II, Binalonan",Villasis I,300271,Amamperez Agro-Industrial HS,Amamperez,PANGASINAN,VILLASIS,5th District,AMAMPEREZ,Public,DepED Managed,School with no Annexes,JHS with SHS,45,47,53,55,34,39,45,46,0,0,0,0,0,0,0,0,0,0,0,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,0,0,0,0,0,292,242,534
Region I,"Pangasinan II, Binalonan",Villasis I,300284,Barangobong NHS,- Zone 5 Barangobong,PANGASINAN,VILLASIS,5th District,BARANGOBONG,Public,DepED Managed,School with no Annexes,JHS with SHS,19,18,24,21,20,19,27,13,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,117,106,223
Region I,"Pangasinan II, Binalonan",Villasis I,300298,Capulaan NHS,-Capulaaan Centro,PANGASINAN,VILLASIS,5th District,CAPULAAN,Public,DepED Managed,School with no Annexes,JHS with SHS,18,26,30,44,16,27,34,32,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,0,0,0,0,0,0,0,0,0,178,156,334
Region I,"Pangasinan II, Binalonan",Villasis I,300308,Don Ramon E. Costales MNHS,Gen. Luna St.,PANGASINAN,VILLASIS,5th District,ZONE II (POB.),Public,DepED Managed,Mother school,JHS with SHS,288,326,364,361,300,334,353,387,0,0,25,77,183,98,96,144,0,0,0,0,70,23,0,0,0,0,18,81,187,131,65,115,0,0,0,0,53,24,0,0,0,0,0,2036,2067,4103
Region I,"Pangasinan II, Binalonan",Villasis I,300334,Piaz National High School,Piaz,PANGASINAN,VILLASIS,5th District,PIAZ (PLAZA),Public,DepED Managed,School with no Annexes,JHS with SHS,56,56,58,51,39,34,36,37,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,28,0,0,0,0,0,0,0,0,0,0,0,0,0,311,209,520
Region I,"Pangasinan II, Binalonan",Villasis II,300366,Unzad NHS,-Unzad,PANGASINAN,VILLASIS,5th District,UNZAD,Public,DepED Managed,School with no Annexes,JHS with SHS,26,37,41,48,28,31,40,40,0,0,0,0,18,8,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,204,169,373
Region I,Dagupan City,Dagupan City District I,300368,Dagupan City NHS,Tapuac District,PANGASINAN,DAGUPAN CITY,4th District,TAPUAC,Public,DepED Managed,School with no Annexes,JHS with SHS,431,533,562,665,457,529,599,667,0,0,28,75,176,175,84,120,0,0,0,0,300,180,0,0,8,12,22,78,176,172,84,68,0,0,0,0,282,165,0,0,14,5,0,3365,3302,6667
Region I,Dagupan City,Dagupan City District III,300367,Bonuan Buquig NHS,San Gabriel,PANGASINAN,DAGUPAN CITY,4th District,BONUAN BOQUIG,Public,DepED Managed,School with no Annexes,JHS with SHS,293,248,285,274,221,231,283,279,0,0,10,22,82,45,23,18,0,0,0,0,79,66,0,0,0,0,16,33,87,48,49,31,0,0,0,0,66,62,0,0,0,0,0,1512,1339,2851
Region I,Dagupan City,Dagupan City District III,300371,"Judge Jose de Venecia, Sr. Technical-Vocational Secondary School",Bolosan District,PANGASINAN,DAGUPAN CITY,4th District,BOLOSAN,Public,DepED Managed,School with no Annexes,JHS with SHS,128,171,146,147,114,153,152,140,0,0,0,0,18,34,9,5,0,0,0,0,97,62,0,0,0,0,0,0,22,36,6,15,0,0,0,0,69,62,0,0,0,0,0,813,773,1586
Region I,Dagupan City,Dagupan City District IV,300369,Carael National HS,Carael,PANGASINAN,DAGUPAN CITY,4th District,CARAEL,Public,DepED Managed,School with no Annexes,JHS with SHS,81,101,73,105,72,59,94,80,0,0,0,0,36,17,7,13,0,0,0,0,48,53,0,0,0,0,0,0,25,21,4,11,0,0,0,0,39,39,0,0,0,0,0,519,459,978
Region I,Dagupan City,Dagupan City District IV,300370,Salapingao National High School,"Salapingao East, Dagupan City",PANGASINAN,DAGUPAN CITY,4th District,SALAPINGAO,Public,DepED Managed,School with no Annexes,JHS with SHS,34,49,54,43,35,46,32,28,0,0,0,0,0,0,0,0,7,22,0,0,23,13,0,0,0,0,0,0,0,0,0,0,19,19,0,0,15,12,0,0,0,0,0,244,207,451
Region I,Laoag City,Laoag City District I,300372,Gabu National High School,gabu road,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 34-B, GABU NORTE EAST",Public,DepED Managed,School with no Annexes,JHS with SHS,52,66,62,90,35,42,63,52,0,0,1,17,55,62,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,420,321,741
Region I,Laoag City,Laoag City District I,400291,"St. Joseph High School of Laoag, Inc.",Diego Silang Street,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 28, SAN BERNARDO (POB.)",Private,Sectarian ,School with no Annexes,JHS with SHS,5,8,9,11,12,10,13,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,0,0,0,0,46,51,97
Region I,Laoag City,Laoag City District I,400292,St. Mary's Seminary,Mangato Road,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 38-A, MANGATO EAST",Private,Sectarian ,School with no Annexes,JHS with SHS,4,3,11,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
Region I,Laoag City,Laoag City District II,300373,Ilocos Norte College of Arts and Trades,P. Gomez,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 5, SAN PEDRO (POB.)",Public,DepED Managed,School with no Annexes,JHS with SHS,273,280,325,363,273,323,355,339,0,0,48,108,111,147,0,0,0,0,0,0,302,111,0,0,0,0,47,114,123,162,0,0,0,0,0,0,291,112,0,0,0,0,0,2163,2044,4207
Region I,Laoag City,Laoag City District II,300374,Ilocos Norte National High School,Brgy.3  Ablan Avenue,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 4, SAN GUILLERMO (POB.)",Public,DepED Managed,School with no Annexes,JHS with SHS,300,312,379,385,312,335,392,489,25,17,43,78,180,164,108,177,0,0,0,0,0,0,0,0,23,28,35,95,182,196,98,183,0,0,0,0,0,0,0,0,17,18,42,2087,2484,4571
Region I,Laoag City,Laoag City District II,300375,Ilocos Norte Regional School of Fisheries,"Brgy. 32-B La Paz, West",ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 32-B, LA PAZ WEST",Public,DepED Managed,School with no Annexes,JHS with SHS,43,56,57,50,43,44,62,48,0,0,0,0,0,0,0,0,12,12,0,0,20,19,0,0,0,0,0,0,0,0,0,0,14,11,0,0,53,36,0,0,0,0,0,305,275,580
Region I,Laoag City,Laoag City District II,305601,Caaoacan High School,Caaoacan Road,ILOCOS NORTE,LAOAG CITY (Capital),1st District,"BGY. NO. 60-A, CAAOACAN",Public,DepED Managed,School with no Annexes,JHS with SHS,11,19,14,16,7,14,11,13,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,89,76,165
Region I,San Carlos City,San Carlos City District I,300376,Abanon National High School,"-Brgy. Abanon, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,ABANON,Public,DepED Managed,School with no Annexes,JHS with SHS,87,87,110,117,96,82,102,117,0,0,6,15,43,34,14,21,0,0,0,0,26,12,0,0,0,0,2,13,21,33,12,8,26,13,0,0,13,4,0,0,0,0,0,564,550,1114
Region I,San Carlos City,San Carlos City District I,300377,Bacnar National High School,"Bacnar, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,BACNAR,Public,DepED Managed,School with no Annexes,JHS with SHS,52,48,64,45,54,37,53,46,3,0,0,0,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,27,28,0,0,0,0,0,0,0,0,3,289,264,553
Region I,San Carlos City,San Carlos City District I,300378,Bolingit National High School,"-Brgy. Bolingit, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,BOLINGIT,Public,DepED Managed,School with no Annexes,JHS with SHS,36,42,52,52,31,32,37,41,0,0,0,0,12,15,0,0,0,0,0,0,29,17,0,0,0,0,0,0,19,18,0,0,0,0,0,0,10,3,0,0,0,0,0,252,194,446
Region I,San Carlos City,San Carlos City District I,300379,Cobol National High School,"-Brgy. Cobol, San Carlos City, Pangasinan",PANGASINAN,SAN CARLOS CITY,3rd District,COBOL,Public,DepED Managed,School with no Annexes,JHS with SHS,36,38,40,52,20,33,43,34,0,0,0,0,23,7,0,0,0,0,0,0,14,4,0,0,0,0,0,0,15,9,0,0,0,0,0,0,16,8,0,0,0,0,0,234,158,392
Region I,San Carlos City,San Carlos City District I,300380,Coliling National High School,"-Brgy. Coliling, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,COLILING,Public,DepED Managed,School with no Annexes,JHS with SHS,67,63,63,80,51,62,78,63,8,5,0,0,22,21,0,0,0,0,0,0,23,25,0,0,0,0,0,0,37,23,0,0,0,0,0,0,21,20,0,0,0,0,13,384,348,732
Region I,San Carlos City,San Carlos City District I,300381,Doyong National High School,"-Brgy. Doyong, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,DOYONG,Public,DepED Managed,School with no Annexes,JHS with SHS,72,73,68,73,58,56,82,88,0,0,0,0,23,20,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,15,12,0,0,37,29,0,0,0,0,0,401,378,779
Region I,San Carlos City,San Carlos City District I,300382,Libas National High School,"-Brgy. Libas, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,LIBAS,Public,DepED Managed,School with no Annexes,JHS with SHS,35,36,42,42,44,38,37,40,0,0,10,15,21,17,0,0,0,0,0,0,0,0,0,0,0,0,15,7,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,235,212,447
Region I,San Carlos City,San Carlos City District I,300383,Lilimasan National High School,"-Brgy. Lilimasan, San Carlos City",PANGASINAN,SAN CARLOS CITY,3rd District,LILIMASAN,Public,DepED Managed,School with no Annexes,JHS with SHS,38,24,35,16,29,22,26,19,2,2,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,7,5,0,0,0,0,0,0,0,0,4,155,133,288
Region I,San Carlos City,San Carlos City District I,300384,Mabalbalino National High School,GULISAN,PANGASINAN,SAN CARLOS CITY,3rd District,MABALBALINO,Public,DepED Managed,School with no Annexes,JHS with SHS,66,49,60,61,50,64,53,59,0,1,0,0,0,0,0,0,21,27,0,0,37,34,0,0,0,0,0,0,0,0,0,0,16,29,0,0,31,27,0,0,0,0,1,341,344,685
Region I,San Carlos City,San Carlos City District I,300385,Malacañang National High School,Main Road,PANGASINAN,SAN CARLOS CITY,3rd District,MALACAÃ‘ANG,Public,DepED Managed,School with no Annexes,JHS with SHS,42,38,51,52,41,31,36,46,0,0,0,0,18,11,0,0,13,8,0,0,8,19,0,0,0,0,0,0,27,17,0,0,0,0,0,0,16,7,0,0,0,0,0,265,216,481
Region I,San Carlos City,San Carlos City District I,300386,Pangalangan National High School,CAPATAAN,PANGASINAN,SAN CARLOS CITY,3rd District,CAPATAAN,Public,DepED Managed,School with no Annexes,JHS with SHS,105,67,94,116,78,97,111,102,6,1,0,0,26,15,0,0,15,22,0,0,48,21,0,0,0,0,0,0,14,13,0,0,23,31,0,0,31,31,0,0,0,0,7,545,522,1067
Region I,San Carlos City,San Carlos City District I,300387,Salinap National High School,Salinap,PANGASINAN,SAN CARLOS CITY,3rd District,SALINAP,Public,DepED Managed,School with no Annexes,JHS with SHS,36,39,47,48,32,40,40,40,1,0,0,0,9,15,0,0,0,0,0,0,25,15,0,0,0,0,0,0,13,21,0,0,0,0,0,0,22,10,0,0,0,0,1,240,213,453
Region I,San Carlos City,San Carlos City District I,300388,Speaker Eugenio Perez National Agricultural School,Roxas Boulevard,PANGASINAN,SAN CARLOS CITY,3rd District,ROXAS BOULEVARD (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,457,481,480,437,415,502,499,539,0,0,27,90,107,159,68,62,0,0,0,0,339,194,0,0,0,0,25,97,136,143,56,80,0,0,0,0,329,177,0,0,0,0,0,2942,2957,5899
Region I,San Carlos City,San Carlos City District I,300389,Tamayo National High School,Tamayo,PANGASINAN,SAN CARLOS CITY,3rd District,TAMAYO,Public,DepED Managed,School with no Annexes,JHS with SHS,48,49,56,40,39,49,59,50,0,0,0,0,24,26,0,0,0,0,0,0,14,21,0,0,0,0,0,0,34,30,0,0,0,0,0,0,24,24,0,0,0,0,0,289,298,587
Region I,San Carlos City,San Carlos City District I,300390,Tandoc National High School,Brgy. Tandoc,PANGASINAN,SAN CARLOS CITY,3rd District,TANDOC,Public,DepED Managed,School with no Annexes,JHS with SHS,121,99,139,128,114,96,111,163,0,0,4,8,36,46,19,18,0,0,0,0,52,24,0,0,0,0,0,0,0,0,9,13,47,45,0,0,46,26,0,0,0,0,0,700,664,1364
Region I,San Carlos City,San Carlos City District I,300391,Turac National High School,National Road,PANGASINAN,SAN CARLOS CITY,3rd District,TURAC,Public,DepED Managed,School with no Annexes,JHS with SHS,170,168,175,182,151,160,170,170,0,0,13,24,67,62,13,23,0,0,0,0,50,1,0,0,0,0,7,18,84,79,27,22,0,0,0,0,13,6,0,0,0,0,0,969,886,1855
Region I,San Carlos City,San Carlos City District I,400304,"Palaris Colleges, Inc.",1 Perez Boulevard,PANGASINAN,SAN CARLOS CITY,3rd District,PEREZ BOULEVARD (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,3,4,13,12,4,4,8,9,0,0,1,4,1,2,0,0,2,1,0,0,15,5,0,0,0,0,1,2,1,3,0,0,2,2,0,0,12,10,0,0,0,0,0,67,54,121
Region I,Urdaneta City,Urdaneta City District I,300393,Bactad East National High School,"Bactad East, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,BACTAD EAST,Public,DepED Managed,School with no Annexes,JHS with SHS,12,10,22,23,11,16,19,18,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,96,80,176
Region I,Urdaneta City,Urdaneta City District I,300394,Badipa National High School,"Paurido, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,DILAN PAURIDO,Public,DepED Managed,School with no Annexes,JHS with SHS,98,122,95,87,106,97,124,85,0,0,0,0,0,0,12,11,31,21,0,0,0,0,0,0,0,0,0,0,0,0,6,3,27,19,0,0,0,0,0,0,0,0,0,478,466,944
Region I,Urdaneta City,Urdaneta City District I,300395,Cabaruan National High School,"Cabaruan Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,CABARUAN,Public,DepED Managed,School with no Annexes,JHS with SHS,42,57,61,54,42,54,48,41,0,0,0,0,0,0,0,0,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0,0,0,0,0,0,0,0,0,300,256,556
Region I,Urdaneta City,Urdaneta City District I,300397,Camabu National High School,"Camanang Roadside, Camanang, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,CAMANANG,Public,DepED Managed,School with no Annexes,JHS with SHS,26,49,36,23,24,33,21,23,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,165,112,277
Region I,Urdaneta City,Urdaneta City District I,300399,Casabula National High School,"Casantaan,  Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,CASANTAAN,Public,DepED Managed,School with no Annexes,JHS with SHS,11,20,28,13,13,17,15,13,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,95,82,177
Region I,Urdaneta City,Urdaneta City District I,300403,Mariano Q. Umipig National High School,"Nancayasan, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,NANCAYASAN,Public,DepED Managed,School with no Annexes,JHS with SHS,39,42,32,23,37,40,35,42,0,0,0,0,0,0,14,10,19,11,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,8,0,0,0,0,0,0,0,0,0,193,194,387
Region I,Urdaneta City,Urdaneta City District I,300407,Palina East National High School,"Palina East, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,PALINA EAST,Public,DepED Managed,School with no Annexes,JHS with SHS,81,95,82,82,69,85,75,82,0,0,0,0,0,0,11,12,38,26,0,0,0,0,0,0,0,0,0,0,0,0,16,5,33,32,0,0,0,0,0,0,0,0,0,438,386,824
Region I,Urdaneta City,Urdaneta City District I,300408,Palina West National High School,"Zone 5 Palina West, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,PALINA WEST,Public,DepED Managed,School with no Annexes,JHS with SHS,28,17,36,23,25,25,19,21,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0,0,0,0,161,129,290
Region I,Urdaneta City,Urdaneta City District I,300409,Pedro T. Orata National High School,"Pedro T. Orata, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,DR. PEDRO T. ORATA (BACTAD PROPER),Public,DepED Managed,School with no Annexes,JHS with SHS,33,44,48,58,45,40,37,38,0,0,0,0,0,0,0,0,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,0,0,0,254,237,491
Region I,Urdaneta City,Urdaneta City District II,300392,Anonas National High School,"Anonas West, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,ANONAS,Public,DepED Managed,School with no Annexes,JHS with SHS,37,50,53,44,32,34,51,34,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,0,0,0,223,175,398
Region I,Urdaneta City,Urdaneta City District II,300396,Cabuloan National High School,"Cabuloan, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,CABULOAN,Public,DepED Managed,School with no Annexes,JHS with SHS,40,44,40,37,28,39,40,37,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,215,179,394
Region I,Urdaneta City,Urdaneta City District II,300398,Camantiles National High School,"Camantiles, Urdaneta City, Pangasinan",PANGASINAN,CITY OF URDANETA,5th District,CAMANTILES,Public,DepED Managed,School with no Annexes,JHS with SHS,57,64,57,52,45,56,49,50,0,0,0,0,0,0,6,15,25,34,0,0,0,0,0,0,0,0,0,0,0,0,11,14,31,26,0,0,0,0,0,0,0,0,0,303,289,592
