region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,k_male,k_female,g1_male,g2_male,g3_male,g4_male,g5_male,g6_male,g1_female,g2_female,g3_female,g4_female,g5_female,g6_female,elem_ng_male,elem_ng_female,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region IV-A,Cavite,Indang I,402208,Saint Gregory Academy Inc.,Poblacion,CAVITE,INDANG,7th District,BARANGAY  1 (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,9,11,7,6,12,9,7,18,13,7,10,7,13,9,0,0,52,50,44,43,67,50,45,40,0,0,27,37,79,40,87,103,0,0,0,0,0,0,0,0,0,0,10,26,74,40,82,52,0,0,0,0,0,0,0,0,0,0,0,616,570,1186
Region IV-A,Cavite,Indang I,411015,CALIFORNIA COLLEGES (CALI COLLEGES),"23 Purok 2, Carasuchi Anuling St. Brgy. Pulo Indang, Cavite",CAVITE,INDANG,7th District,PULO,Private,Sectarian ,School with no Annexes,All Offering,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Region IV-A,Cavite,Indang II,402203,Indang Christian Academy,Purok 4,CAVITE,INDANG,7th District,ALULOD,Private,Non-Sectarian ,School with no Annexes,All Offering,11,10,10,13,16,10,13,13,11,8,15,9,10,14,0,0,17,25,13,14,15,10,13,22,0,0,2,5,10,6,4,9,0,0,0,0,0,0,0,0,0,0,1,4,8,8,15,16,0,0,0,0,0,0,0,0,0,0,0,195,185,380
Region IV-A,Cavite,Indang II,424121,Academia de San Vicente Ferrer-Cavite Inc.,82 Lumampong Halayhay,CAVITE,INDANG,7th District,LUMAMPONG HALAYHAY,Private,Non-Sectarian ,School with no Annexes,All Offering,1,2,3,9,1,2,8,1,4,0,1,4,4,0,0,0,18,10,7,9,19,8,4,6,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,67,149
Region IV-A,Cavite,Indang II,424292,"Sebastien Montessori, Inc.","A. Mojica St.,",CAVITE,INDANG,7th District,BARANGAY  4 (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Region IV-A,Cavite,Indang II,424383,"Royal Palm Academy of Cavite, Inc.",Calumpang Lejos,CAVITE,INDANG,7th District,CALUMPANG LEJOS I,Private,Non-Sectarian ,School with no Annexes,All Offering,6,3,9,4,6,6,7,3,14,6,16,4,7,2,0,0,9,11,13,4,8,3,9,13,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,87,96,183
Region IV-A,Cavite,Kawit,402224,St. Mary Magdalene School,"Poblacion, Kawit, Cavite",CAVITE,KAWIT,1st District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,9,13,8,10,16,16,14,14,11,13,9,13,16,24,0,0,43,40,37,36,45,36,35,46,0,0,7,21,11,9,44,47,0,0,0,0,0,0,0,0,0,0,24,27,22,24,71,48,0,0,0,0,0,0,0,0,0,0,0,422,437,859
Region IV-A,Cavite,Kawit,424092,Integrated School of Science,"135 Magdalo,  Potol Kawit, Cavite",CAVITE,KAWIT,1st District,MAGDALO (PUTOL),Private,Non-Sectarian ,School with no Annexes,All Offering,10,14,11,14,14,9,9,6,14,8,11,13,5,9,0,0,19,10,6,6,8,8,1,4,0,0,3,12,6,10,29,23,0,0,0,0,0,0,0,0,0,0,1,3,5,3,19,8,0,0,0,0,0,0,0,0,0,0,0,177,154,331
Region IV-A,Cavite,Kawit,424782,Child Development and Guidance Center,"Covelandia Rd. Pulborista St., Binakayan, Kawit, Cavite",CAVITE,KAWIT,1st District,PULVORISTA,Private,Non-Sectarian ,School with no Annexes,All Offering,7,4,5,8,6,4,7,6,5,3,11,8,6,4,0,0,8,1,7,7,6,8,7,10,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,82,80,162
Region IV-A,Cavite,Magallanes,402226,"Kurios Christian Colleges Foundation, Inc.","Bendita I, Magallanes, Cavite",CAVITE,MAGALLANES,7th District,BENDITA I,Private,Non-Sectarian ,School with no Annexes,All Offering,13,7,8,11,9,7,18,14,8,10,7,10,13,11,0,0,13,20,13,12,15,9,12,19,0,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,160,143,303
Region IV-A,Cavite,Magallanes,402227,Gazellian College Foundation Inc.,BARANGAY KABULUSAN,CAVITE,MAGALLANES,7th District,BARANGAY 4 (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,6,1,8,6,8,6,6,11,8,6,5,3,6,6,0,0,33,42,42,33,28,47,35,39,0,0,0,3,53,39,12,23,0,0,0,0,0,0,0,0,0,0,1,4,39,33,31,17,0,0,0,0,0,0,0,0,0,0,0,337,303,640
Region IV-A,Cavite,Magallanes,402230,"De Guia Academy of Magallanes, Inc.","100 De Guia Street, Poblacion 3, Magallanes, Cavite",CAVITE,MAGALLANES,7th District,BARANGAY 3 (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,9,6,9,10,11,12,11,12,9,6,13,18,8,7,0,0,38,33,25,42,33,50,35,40,0,0,0,4,31,17,22,26,0,0,0,0,0,0,0,0,0,0,3,6,27,12,22,29,0,0,0,0,0,0,0,0,0,0,0,317,319,636
Region IV-A,Cavite,Mendez,402235,"Mendez Christian Academy, Inc.",Asis III,CAVITE,MENDEZ (MENDEZ-NUÑEZ),7th District,ASIS III,Private,Non-Sectarian ,School with no Annexes,All Offering,19,15,22,16,17,10,18,17,12,10,11,15,16,19,0,0,19,21,18,13,14,16,19,14,0,0,11,15,52,30,14,19,0,0,0,0,20,16,0,0,0,0,6,14,40,24,18,26,0,0,0,0,11,13,0,0,0,0,0,362,318,680
Region IV-A,Cavite,Mendez,402237,Saint Augustine School Inc.,"146 J.P. Rizal St.,",CAVITE,MENDEZ (MENDEZ-NUÑEZ),7th District,POBLACION II (BARANGAY II),Private,Sectarian ,School with no Annexes,All Offering,13,10,15,14,16,19,13,13,11,17,14,5,20,20,0,0,35,28,19,19,38,27,20,37,0,0,8,9,25,10,15,14,0,0,0,0,0,0,0,0,0,0,7,15,20,6,23,25,0,0,0,0,0,0,0,0,0,0,0,302,298,600
Region IV-A,Cavite,Mendez,424384,Young Kwang Gukje School,"2767 ALFONSO ROAD, PANUNGYAN I",CAVITE,MENDEZ (MENDEZ-NUÑEZ),7th District,PANUNGYAN I,Private,Non-Sectarian ,School with no Annexes,All Offering,2,2,0,6,4,5,4,0,3,2,7,2,8,3,0,0,11,2,3,3,4,3,4,4,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,56,48,104
Region IV-A,Cavite,Naic I,402241,"Abeniano Delos Santos Academy, Inc.","Ibayo Silangan, Naic, Cavite",CAVITE,NAIC,7th District,IBAYO SILANGAN,Private,Non-Sectarian ,School with no Annexes,All Offering,10,4,6,4,5,11,7,5,7,2,7,9,9,9,0,0,9,7,9,11,6,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,89,173
Region IV-A,Cavite,Naic I,402243,Immaculate Conception School of Naic Inc.,"Latoria Naic,Cavite",CAVITE,NAIC,7th District,LATORIA,Private,Non-Sectarian ,School with no Annexes,All Offering,17,15,13,14,6,10,13,16,13,14,9,3,14,12,0,0,23,18,27,20,22,23,28,19,0,0,3,8,13,18,18,29,0,0,0,0,0,0,0,0,0,0,1,4,4,2,7,10,0,0,0,0,0,0,0,0,0,0,0,223,243,466
Region IV-A,Cavite,Naic I,402246,Colegio De Naic Inc.,"109 Public Market Rd., Ibayo, Silangan, Naic, Cavite",CAVITE,NAIC,7th District,IBAYO SILANGAN,Private,Non-Sectarian ,School with no Annexes,All Offering,3,2,2,1,7,3,4,2,4,3,1,6,5,6,0,0,3,4,3,7,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,71
Region IV-A,Cavite,Naic I,424263,Colegio De Montessori,Timalan Concepcion,CAVITE,NAIC,7th District,TIMALAN CONCEPCION,Private,Non-Sectarian ,School with no Annexes,All Offering,36,26,26,29,24,25,25,15,22,18,26,13,9,21,0,0,40,28,28,27,48,27,32,22,0,0,37,99,64,86,155,145,0,0,0,0,60,36,0,0,0,0,19,62,44,44,84,115,0,0,0,0,26,23,0,0,0,0,0,792,874,1666
Region IV-A,Cavite,Naic I,424293,"La Vlaize Integrated Science School, Inc.","A. Soriano Highway Timalan, Naic Cavite",CAVITE,NAIC,7th District,TIMALAN BALSAHAN,Private,Non-Sectarian ,School with no Annexes,All Offering,6,10,15,11,10,8,19,19,13,12,16,11,23,14,0,0,8,16,10,10,7,12,18,11,0,0,2,4,0,0,6,8,0,0,0,0,13,3,0,0,0,0,1,3,0,0,12,8,0,0,0,0,2,7,0,0,0,0,0,168,180,348
Region IV-A,Cavite,Naic I,424385,"Granby Colleges of Science and Technology, Inc.",J.P. Lopez Subdivision,CAVITE,NAIC,7th District,IBAYO SILANGAN,Private,Sectarian ,School with no Annexes,All Offering,17,13,19,17,32,18,23,15,12,27,23,11,16,16,0,0,31,52,47,52,20,37,55,43,0,0,26,47,228,88,25,27,0,3,0,0,69,56,0,0,0,0,31,54,188,125,53,39,2,3,0,0,116,67,0,0,0,0,0,1061,782,1843
Region IV-A,Cavite,Naic II,402253,"The Valley Cathedral Academy, Inc.",#063 HL,CAVITE,NAIC,7th District,LABAC,Private,Non-Sectarian ,School with no Annexes,All Offering,8,4,8,7,3,5,7,8,12,5,8,3,12,11,0,0,22,16,11,10,27,13,16,13,0,0,2,7,10,8,18,17,0,0,0,0,8,1,0,0,0,0,1,6,10,10,10,11,0,0,0,0,6,3,0,0,0,0,0,170,187,357
Region IV-A,Cavite,Naic II,424226,"King's Way Christian Academe, Inc.",San Roque,CAVITE,NAIC,7th District,SAN ROQUE,Private,Non-Sectarian ,School with no Annexes,All Offering,13,6,15,12,11,12,15,12,10,11,17,14,15,10,0,0,13,12,19,19,12,17,15,14,0,0,0,0,15,44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,27,12,16,8,0,0,0,0,0,0,0,0,0,0,0,213,206,419
Region IV-A,Cavite,Noveleta,402255,Atheneum School,"Seaview Subdivision, San Rafael II, Noveleta, Cavite",CAVITE,NOVELETA,1st District,SAN RAFAEL II,Private,Non-Sectarian ,School with no Annexes,All Offering,6,9,9,14,13,15,11,13,12,12,12,13,16,19,0,0,17,35,26,39,17,18,27,29,0,0,0,3,1,3,20,15,0,0,0,0,0,0,0,0,0,0,1,5,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,237,216,453
Region IV-A,Cavite,Noveleta,424043,"Unida Nehemiah Christian Academy of Noveleta, Inc.",Santa Rosa II,CAVITE,NOVELETA,1st District,SANTA ROSA II,Private,Non-Sectarian ,School with no Annexes,All Offering,21,19,17,28,25,21,26,27,30,30,26,22,21,25,0,0,42,38,36,35,32,37,41,29,0,0,2,9,0,0,35,19,0,0,0,0,0,0,0,0,0,0,1,7,0,0,26,21,0,0,0,0,0,0,0,0,0,0,0,380,368,748
Region IV-A,Cavite,Noveleta,424200,"Saint Therese Catholic School, Inc.","Coastal Bay City, San Rafael IV",CAVITE,NOVELETA,1st District,SAN RAFAEL IV,Private,Non-Sectarian ,School with no Annexes,All Offering,2,8,4,6,5,5,7,4,5,4,5,2,4,7,0,0,9,8,6,8,8,9,10,9,0,0,6,5,4,5,13,19,0,0,0,0,0,0,0,0,0,0,2,6,5,4,17,9,1,2,0,0,0,0,0,0,0,0,0,112,121,233
Region IV-A,Cavite,Noveleta,424876,"Holy Cross Catholic School of Noveleta,Inc.",Gen. L. San Miguel St. Poblacion,CAVITE,NOVELETA,1st District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,8,10,9,15,8,6,22,18,12,13,11,14,13,18,0,0,16,32,17,17,19,36,18,22,0,0,8,7,1,6,14,15,0,0,0,0,0,0,0,0,0,0,6,13,4,9,16,18,0,0,0,0,0,0,0,0,0,0,0,217,254,471
Region IV-A,Cavite,Rosario,402268,Rosario Institute,"C. Abueg St.,",CAVITE,ROSARIO,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,10,7,11,6,12,4,15,12,9,7,11,9,11,20,0,0,40,37,26,28,39,48,36,36,0,0,34,157,161,145,250,258,0,0,0,0,67,30,0,0,0,0,39,129,99,88,149,133,16,14,0,0,49,14,0,0,0,0,0,1065,1201,2266
Region IV-A,Cavite,Rosario,424126,Galilee Academy Inc.,"520 C. Abueg St. Sapa 1 Rosario, Cavite",CAVITE,ROSARIO,1st District,SAPA I,Private,Non-Sectarian ,School with no Annexes,All Offering,10,6,10,4,3,4,8,14,6,7,6,5,9,9,0,0,7,6,17,5,2,10,12,9,0,0,6,18,47,34,10,13,0,0,0,0,27,23,0,0,0,0,7,35,57,54,24,35,0,0,0,0,54,38,0,0,0,0,0,320,331,651
Region IV-A,Cavite,Rosario,424377,"King Arthur Academy of Cavite, Inc","Blk.4 Lt. 27-28, Karlaville Subdivision",CAVITE,ROSARIO,1st District,WAWA III,Private,Non-Sectarian ,School with no Annexes,All Offering,1,1,4,1,0,1,4,7,4,9,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,290,0,0,0,0,0,0,0,0,0,0,0,0,2,4,152,196,0,0,0,0,0,0,0,0,0,0,0,0,0,375,514,889
Region IV-A,Cavite,Silang I,402272,Cavite Institute Inc.,"EKB Heights, Iba, Silang, Cavite",CAVITE,SILANG,5th District,IBA,Private,Non-Sectarian ,School with no Annexes,All Offering,15,7,17,20,25,20,14,22,18,12,17,8,16,21,21,2,50,48,37,30,43,51,54,40,0,0,7,17,41,25,42,36,0,0,0,0,0,0,0,0,0,0,5,5,9,12,28,46,0,0,0,0,0,0,0,0,0,0,23,451,430,881
Region IV-A,Cavite,Silang I,402293,"New Life Christian School of Cavite, Inc.",314,CAVITE,SILANG,5th District,MAGUYAM,Private,Non-Sectarian ,School with no Annexes,All Offering,9,9,9,8,10,6,10,7,13,8,4,10,8,11,0,0,17,22,19,12,13,11,16,12,0,0,0,8,15,9,11,5,0,0,0,0,0,0,0,0,0,0,2,2,5,6,4,8,0,0,0,0,0,0,0,0,0,0,0,166,153,319
Region IV-A,Cavite,Silang I,402295,"Paraclete Foundation Community School, Inc.","Blk. 89,Lot 2 Zone II AFP Housing Bulihan Silang Cavite",CAVITE,SILANG,5th District,BULIHAN,Private,Sectarian ,School with no Annexes,All Offering,13,10,16,7,7,10,8,5,10,11,9,3,8,12,0,0,15,15,5,13,17,13,13,10,0,0,4,4,18,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,147,134,281
Region IV-A,Cavite,Silang I,406937,Adventist International Institute of Advanced Studies,"Km 45.5 Aguinaldo Highway, Lalaan I, Silang, Cavite",CAVITE,SILANG,5th District,LALAAN I,Private,Non-Sectarian ,School with no Annexes,All Offering,5,8,10,12,9,8,13,9,17,10,13,16,11,20,0,0,17,9,16,13,14,10,11,17,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,131,162,293
Region IV-A,Cavite,Silang I,409655,"SSM Green Campus Inc.,",Barangay Road,CAVITE,SILANG,5th District,BALITE II,Private,Non-Sectarian ,School with no Annexes,All Offering,2,3,0,3,4,3,4,4,3,3,5,4,2,2,0,0,2,5,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,62
Region IV-A,Cavite,Silang I,424391,"Plo School of Global, Inc.",San Vincente II Bypass Rd.,CAVITE,SILANG,5th District,SAN VICENTE II,Private,Non-Sectarian ,School with no Annexes,All Offering,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,6,16
Region IV-A,Cavite,Silang I,424404,"Far Eastern College Silang, Inc","Metrogate, Silang Estates, Silang, Cavite",CAVITE,SILANG,5th District,BILUSO,Private,Non-Sectarian ,School with no Annexes,All Offering,12,16,23,21,14,23,20,21,19,16,15,24,20,20,0,0,33,35,24,37,31,32,40,34,0,0,9,8,7,11,22,37,0,0,0,0,0,0,0,0,0,0,6,11,7,24,27,28,0,0,0,0,0,0,0,0,0,0,0,341,386,727
Region IV-A,Cavite,Silang II,402269,Adventist University of the Philippines,"Puting Kahoy, Silang, Cavite",CAVITE,SILANG,5th District,PUTING KAHOY,Private,Non-Sectarian ,School with no Annexes,All Offering,14,13,29,20,33,14,26,32,18,31,28,31,21,24,0,0,37,53,52,50,37,45,33,33,0,0,18,13,0,0,52,63,13,21,0,0,0,0,0,0,0,0,5,11,0,0,40,45,15,16,0,0,0,0,0,0,0,0,0,503,483,986
Region IV-A,Cavite,Silang II,402301,St. Scholastica's College-Westgrove,Ayala Westgrove Heights,CAVITE,SILANG,5th District,INCHICAN,Private,Sectarian ,School with no Annexes,All Offering,7,15,3,3,2,0,0,0,16,19,17,15,18,26,0,0,0,0,0,0,26,27,20,32,0,0,0,7,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,15,278,293
Region IV-A,Cavite,Silang II,424130,"Sacred Heart Villa School ""Maria Schinina""",181 Agunaldo Highway,CAVITE,SILANG,5th District,LALAAN I,Private,Sectarian ,School with no Annexes,All Offering,9,2,4,9,5,4,4,10,5,6,8,5,10,8,0,0,31,19,21,24,32,30,27,26,0,0,0,0,9,6,12,6,0,0,0,0,0,0,0,0,0,0,0,3,13,7,8,14,0,0,0,0,0,0,0,0,0,0,0,182,195,377
Region IV-A,Cavite,Silang II,424202,"Hephzibah School, Inc",Sta.Rosa Tagaytay Rd.Tartaria Silang Cavite,CAVITE,SILANG,5th District,TARTARIA,Private,Non-Sectarian ,School with no Annexes,All Offering,2,2,5,8,10,8,6,9,6,5,2,5,9,3,0,0,10,7,3,1,4,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,48,117
Region IV-A,Cavite,Silang II,424389,"Brown International School, Inc.",Saint Paul Road,CAVITE,SILANG,5th District,LALAAN I,Private,Non-Sectarian ,School with no Annexes,All Offering,5,5,4,6,3,7,7,8,9,4,9,4,6,1,0,0,4,11,5,7,4,4,1,6,0,0,2,0,1,2,7,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,68,147
Region IV-A,Cavite,Silang II,424492,"Learning Links Academy of Sta. Rosa, Inc.","Main St., South Forbes, Brgy. Inchican, Silang, Cavite",CAVITE,SILANG,5th District,INCHICAN,Private,Non-Sectarian ,School with no Annexes,All Offering,15,5,9,14,8,14,8,14,7,8,12,10,6,13,0,0,12,8,13,14,10,6,6,11,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,133,100,233
Region IV-A,Cavite,Tagaytay City,402313,Mater Dei Academy,JP Rizal Street,CAVITE,TAGAYTAY CITY,7th District,KAYBAGAL SOUTH (POB.),Private,Sectarian ,School with no Annexes,All Offering,23,30,27,29,32,22,35,25,28,21,32,17,31,35,0,0,37,41,32,38,35,32,45,30,0,0,10,11,6,11,29,38,0,0,0,0,0,0,0,0,0,0,5,4,2,2,26,28,0,0,0,0,0,0,0,0,0,0,0,419,430,849
Region IV-A,Cavite,Tagaytay City,424132,Blessings in the Word Fellowship School Inc.,"Kaybagal South, Tagaytay City",CAVITE,TAGAYTAY CITY,7th District,KAYBAGAL SOUTH (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,18,11,10,5,21,9,14,8,13,11,12,8,7,6,0,0,35,33,26,11,26,32,24,13,0,0,10,20,49,19,20,33,0,0,0,0,0,0,0,0,0,0,4,4,35,16,24,20,0,0,0,0,0,0,0,0,0,0,0,332,275,607
Region IV-A,Cavite,Tagaytay City,424134,Shim International School,"Dominican Road, Tolentino West, Tagaytay City",CAVITE,TAGAYTAY CITY,7th District,TOLENTINO WEST,Private,Non-Sectarian ,School with no Annexes,All Offering,3,1,1,4,3,2,0,2,1,0,2,2,0,2,0,0,0,2,3,20,1,0,2,17,0,0,1,0,0,0,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,72,67,139
Region IV-A,Cavite,Tagaytay City,424302,Tropical Innovative School of Excellence Inc.,083 Francisco Drive Kaybagal South,CAVITE,TAGAYTAY CITY,7th District,KAYBAGAL SOUTH (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,16,14,29,19,29,15,22,23,17,20,20,18,24,28,0,0,17,16,15,12,23,16,27,20,0,0,35,91,170,229,59,61,0,0,0,0,0,0,0,0,0,0,79,255,313,423,125,145,0,0,0,0,0,0,0,0,0,0,0,994,1431,2425
Region IV-A,Cavite,Tagaytay City,424800,Samuel Mission International School,"Lourdes St., Maitim 2nd, Central, Tagaytay City",CAVITE,TAGAYTAY CITY,7th District,MAITIM 2ND CENTRAL,Private,Non-Sectarian ,School with no Annexes,All Offering,7,4,5,6,2,2,0,1,6,9,1,1,1,1,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,53
Region IV-A,Cavite,Tanza,402320,"Good Tree International School, Inc.","I Bagtas Road, Bagtas Tanza, Cavite",CAVITE,TANZA,6th District,BAGTAS,Private,Non-Sectarian ,School with no Annexes,All Offering,13,20,19,17,16,8,13,19,17,18,23,23,13,21,0,0,13,21,18,15,18,17,27,22,0,0,2,3,0,0,10,3,1,0,0,0,2,0,0,0,0,0,2,3,0,0,10,6,3,2,0,0,3,0,0,0,0,0,0,205,236,441
Region IV-A,Cavite,Tanza,402322,De Roman Montessori School Corporation,119 Rosal St. De Roman Subd.,CAVITE,TANZA,7th District,DAANG AMAYA I,Private,Non-Sectarian ,School with no Annexes,All Offering,2,12,6,0,2,4,2,3,1,1,2,0,5,4,0,0,0,4,4,4,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,63
Region IV-A,Cavite,Tanza,402323,Dei Gratia School Inc.,Blk.32 Lot 39 P1 and B18-19 P1B Carissa Homes,CAVITE,TANZA,6th District,BAGTAS,Private,Non-Sectarian ,School with no Annexes,All Offering,21,19,18,20,11,11,21,16,19,18,18,12,18,21,0,0,31,27,33,27,36,31,41,31,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,254,280,534
Region IV-A,Cavite,Tanza,402324,"Tanza-Del Carmen School, Inc.","P2 Sec.3 Blk.3 Belvedere Paradahan, Tanza, Cavite",CAVITE,TANZA,7th District,PARADAHAN I,Private,Non-Sectarian ,School with no Annexes,All Offering,11,9,8,7,4,9,6,2,3,4,7,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,85
Region IV-A,Cavite,Tanza,402329,Holy Nazarene Christian School & SPED Center of Cavite,"101 Nazarene Cmpd.Mulawin,Tanza",CAVITE,TANZA,7th District,MULAWIN,Private,Non-Sectarian ,School with no Annexes,All Offering,16,17,21,23,18,18,22,23,30,18,11,13,25,15,7,3,33,28,28,33,28,28,20,22,0,0,17,26,19,18,30,53,0,0,0,0,0,0,0,0,0,0,17,24,18,26,56,59,0,0,0,0,0,0,0,0,0,0,10,427,436,863
Region IV-A,Cavite,Tanza,402335,Our Lady of the Holy Rosary School,"Rosaryville Cmpd., Mulawin",CAVITE,TANZA,6th District,MULAWIN,Private,Non-Sectarian ,School with no Annexes,All Offering,24,35,46,35,41,37,41,44,34,37,37,30,61,45,0,0,61,58,57,50,50,72,51,55,0,0,13,31,13,22,96,126,0,0,0,0,0,0,0,0,0,0,11,36,10,25,102,102,0,0,0,0,0,0,0,0,0,0,0,739,849,1588
Region IV-A,Cavite,Tanza,402337,Hillcrest Periwinkle Montessori School,Landmass Subdivision Park,CAVITE,TANZA,7th District,BIGA,Private,Non-Sectarian ,School with no Annexes,All Offering,4,4,7,7,3,6,2,5,5,6,9,7,3,3,0,0,3,4,4,3,6,1,4,4,0,0,3,6,5,12,1,5,0,0,0,0,7,9,0,0,0,0,0,0,6,6,3,5,0,0,0,0,3,0,0,0,0,0,0,76,95,171
Region IV-A,Cavite,Tanza,402338,Saint Augustine School,STA. CRUZ ST.,CAVITE,TANZA,6th District,BARANGAY I (POB.),Private,Sectarian ,School with no Annexes,All Offering,28,33,23,31,24,30,52,34,23,32,27,27,30,34,0,0,73,54,66,64,81,77,54,65,0,0,14,49,38,38,90,81,0,0,0,0,0,0,0,0,0,0,11,37,23,37,65,67,0,0,0,0,0,0,0,0,0,0,0,720,792,1512
Region IV-A,Cavite,Tanza,402340,Tanza Child Development Centre,102 Arca St.,CAVITE,TANZA,7th District,BIWAS,Private,Non-Sectarian ,School with no Annexes,All Offering,6,6,3,9,8,3,12,10,6,7,1,5,12,6,0,0,9,9,12,9,3,8,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,93,80,173
Region IV-A,Cavite,Tanza,408334,Cavite Advance Learning Academy Inc.,043,CAVITE,TANZA,6th District,SANTOL,Private,Non-Sectarian ,School with no Annexes,All Offering,36,23,19,32,19,12,17,26,22,20,30,13,30,17,0,0,16,21,14,17,14,19,13,11,0,0,6,8,17,12,18,6,0,0,0,0,0,0,0,0,0,0,6,4,14,14,5,9,0,0,0,0,0,0,0,0,0,0,0,295,265,560
