Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G1 Male,G2 Male,G3 Male,G4 Male,G5 Male,G6 Male,G1 Female,G2 Female,G3 Female,G4 Female,G5 Female,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region IV-A,Cavite,General Mariano Alvarez,424304,Grace of Christ Christian School of Dasmariñas (GMA Branch) Inc.,"B16 L12, Mayors Drive, Brgy. Severino de Las Alas",CAVITE,GEN. MARIANO ALVAREZ,5th District,SEVERINO DE LAS ALAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,16,6,11,7,12,17,11,14,4,6,10,0,0,6,6,4,1,9,6,7,3,0,0,0,80,87,167
Region IV-A,Cavite,General Mariano Alvarez,424305,"My Messiah School of Cavite, Inc.",Blk.13 lot 13 pob.1 gma,CAVITE,GEN. MARIANO ALVAREZ,5th District,BARANGAY  1 POBLACION (AREA I),Private,Non-Sectarian ,School with no Annexes,ES and JHS,22,21,16,15,17,14,23,17,21,18,15,11,0,0,27,33,28,23,40,38,25,22,0,0,0,234,250,484
Region IV-A,Cavite,General Mariano Alvarez,424336,Aquino School Foundation (Cavite) Incorporated,Block 14 Lot 16/12,CAVITE,GEN. MARIANO ALVAREZ,5th District,NICOLASA VIRATA (SAN JOSE),Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,1,0,1,2,0,1,2,2,0,2,2,0,0,0,2,1,2,2,4,2,3,0,0,0,10,20,30
Region IV-A,Cavite,General Mariano Alvarez,424405,"Maranatha Christian Academy of GMA, Inc.","BLk 2, Lot 22 Brgy. G. Maderan GMA, Cavite",CAVITE,GEN. MARIANO ALVAREZ,5th District,GAVINO MADERAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,8,7,5,5,8,5,8,10,5,5,7,0,0,3,2,1,5,7,2,2,4,0,0,0,51,66,117
Region IV-A,Cavite,General Mariano Alvarez,424801,Alta Tierra Integrated School Inc.,"Blk. 1 Lot 4, Alta Tierra Homes, Brgy., A. Olaes, GMA, Cavite",CAVITE,GEN. MARIANO ALVAREZ,5th District,ALDIANO OLAES,Private,Non-Sectarian ,School with no Annexes,ES and JHS,22,21,16,23,17,22,22,27,20,14,11,18,0,0,24,13,12,20,17,20,19,17,0,0,0,229,210,439
Region IV-A,Cavite,Kawit,402221,"Mary Montessori School of Cavite, Inc.","Villa Cañacao, Sta. Isabel, Kawit, Cavite",CAVITE,KAWIT,1st District,SANTA ISABEL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,4,5,6,4,0,2,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,63
Region IV-A,Cavite,Kawit,402222,Our Lady of Fatima Academy of Binakayan,"3875 v. Fatima Street Binakayan, Kawit, Cavite",CAVITE,KAWIT,1st District,BINAKAYAN-APLAYA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,6,4,3,2,4,1,5,2,5,2,4,0,0,4,5,4,8,4,3,7,4,0,0,0,43,38,81
Region IV-A,Cavite,Kawit,424145,"Mil Den Academy, Inc.","Carenville Subd. Magdalo-Putol, Kawit, Cavite",CAVITE,KAWIT,1st District,MAGDALO (PUTOL),Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,6,8,9,12,8,5,11,5,15,10,7,0,0,13,11,9,8,12,12,14,13,0,0,0,92,111,203
Region IV-A,Cavite,Maragondon,600311,Cavite State University- Maragondon,Sta. Mercedes Ville,CAVITE,MARAGONDON,7th District,PINAGSANHAN I B,SUCsLUCs,SUC Managed,School with no Annexes,ES and JHS,19,15,16,13,23,18,13,20,15,15,12,12,0,0,13,20,11,13,11,16,9,11,0,0,0,176,155,331
Region IV-A,Cavite,Naic I,424847,Holy Redeemer School of Ciudad Nuevo Naic Cavite Inc.,"Blk 34 Lot 13-30 Homes Ciudad Nuevo, Sabang, Naic, Cavite",CAVITE,NAIC,7th District,SABANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,38,38,24,26,28,24,24,27,26,23,28,19,0,0,30,30,12,9,18,27,19,12,0,0,0,300,250,550
Region IV-A,Cavite,Naic I,502616,Timalan Hillsview Integrated School,"Bancaan, Naic, Cavite",CAVITE,NAIC,7th District,TIMALAN BALSAHAN,Public,DepED Managed,School with no Annexes,ES and JHS,523,408,415,353,384,423,454,427,339,319,380,373,0,0,236,0,0,0,196,0,0,0,0,0,0,3208,2930,6138
Region IV-A,Cavite,Naic II,502444,Malainen Bago Integrated School,-Gov. Drive Malainen Bago,CAVITE,NAIC,7th District,MALAINEN BAGO,Public,DepED Managed,School with no Annexes,ES and JHS,228,255,193,220,228,187,198,227,192,167,195,185,0,0,158,0,0,0,153,0,0,0,0,0,0,1696,1524,3220
Region IV-A,Cavite,Noveleta,402256,"Gospel Light Christian Academy Noveleta, Inc.","0049 Salcedo II, Noveleta",CAVITE,NOVELETA,1st District,SALCEDO II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,3,5,9,5,6,5,4,3,9,8,10,0,0,0,3,2,4,2,1,3,6,0,0,0,47,55,102
Region IV-A,Cavite,Noveleta,402260,"Patnubay Academy, Inc.","037 San Juan, Noveleta, Cavite",CAVITE,NOVELETA,1st District,SAN JUAN I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,4,3,2,0,2,2,0,0,2,3,4,0,0,40,37,23,11,40,41,25,12,0,0,0,124,129,253
Region IV-A,Cavite,Rosario,402263,"Bible Christian Academy of Cavite, Inc.","B1, L17, Cuevas Subd., Tejeros Convention, Rosario",CAVITE,ROSARIO,1st District,TEJEROS CONVENTION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,3,1,3,3,5,1,2,4,2,1,3,0,0,0,3,0,0,3,0,2,2,0,0,0,22,21,43
Region IV-A,Cavite,Rosario,424866,"Santo Rosario Catholic School, Inc.","Most Holy Rosary Parish Compound, Poblacion",CAVITE,ROSARIO,1st District,POBLACION,Private,Sectarian ,School with no Annexes,ES and JHS,3,4,2,4,10,7,3,4,4,4,4,5,0,0,8,7,15,7,5,10,12,7,0,0,0,71,62,133
Region IV-A,Cavite,Silang I,402273,"Child of Zion Academy, Inc.","Zone II, Tatic Homes, Bulihan, Silang, Cavite",CAVITE,SILANG,5th District,BULIHAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,1,6,5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
Region IV-A,Cavite,Silang I,402290,Living Lamp Academy Inc,"J.P Rizal St., Sabutan Silang Cavite",CAVITE,SILANG,5th District,SABUTAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,8,7,6,11,7,7,10,5,6,5,10,0,0,6,15,6,5,2,12,2,5,0,0,0,88,71,159
Region IV-A,Cavite,Silang I,402297,Risen Christ Catholic School,Block 31 Lot 12,CAVITE,SILANG,5th District,ACACIA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,6,3,4,3,8,0,3,0,5,4,5,0,0,5,5,4,4,3,4,4,3,0,0,0,55,38,93
Region IV-A,Cavite,Silang I,424099,Little Heirs Academy,Block 72 Lot 11,CAVITE,SILANG,5th District,IPIL II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,5,4,5,7,10,7,5,4,6,6,3,0,0,3,5,6,3,0,4,3,5,0,0,0,76,52,128
Region IV-A,Cavite,Silang I,424227,"Biga Achievers' Learning Institute, Inc.",Calanog St.,CAVITE,SILANG,5th District,BIGA I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,7,3,7,2,4,4,2,3,1,3,3,0,0,1,1,2,0,4,1,4,1,0,0,0,35,27,62
Region IV-A,Cavite,Silang I,424267,Neville Learning School Inc.,"Phase 4 B-78, Lot 6",CAVITE,SILANG,5th District,IPIL II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,4,6,6,7,13,7,6,6,2,4,11,0,0,16,22,20,5,19,15,13,7,0,0,0,131,102,233
Region IV-A,Cavite,Silang II,408564,Overflowing Christian Academy Inc.,Balite II,CAVITE,SILANG,5th District,BALITE II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,14,17,12,19,10,12,14,7,5,10,6,0,0,4,3,4,0,8,4,2,0,0,0,0,101,76,177
Region IV-A,Cavite,Silang II,424388,"Blessed Margaret of Castello School, Inc.",Blk 29 Lot 1 Rancho Imperial,CAVITE,SILANG,5th District,TARTARIA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,20,14,20,12,21,14,21,16,7,13,23,0,0,12,12,10,10,7,9,8,6,0,0,0,170,142,312
Region IV-A,Cavite,Silang II,424804,"Infant Jesus Montessori Center of Santa Rosa Heights, Silang Cavite, Inc.","Ph.1 Commercial 2 Lot 3, Santa Rosa Heights Puting Kahoy, Si",CAVITE,SILANG,5th District,PUTING KAHOY,Private,Non-Sectarian ,School with no Annexes,ES and JHS,17,17,14,10,19,14,18,17,12,7,9,17,0,0,6,8,14,4,7,12,13,7,0,0,0,131,125,256
Region IV-A,Cavite,Tagaytay City,424102,"Tagaytay Christian Academy, Inc.",9081 Calamba Rd. San Jose Tagaytay Cavite,CAVITE,TAGAYTAY CITY,7th District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,9,10,7,10,5,9,11,8,5,9,4,0,0,8,6,8,4,5,2,5,5,0,0,0,84,70,154
Region IV-A,Cavite,Tagaytay City,424394,"Tagaytay Montessori School, Inc.","Patutong Malaki South, Tagaytay City",CAVITE,TAGAYTAY CITY,7th District,PATUTONG MALAKI SOUTH,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,18,16,17,28,11,14,17,9,14,15,16,0,0,11,11,15,5,6,7,8,5,0,0,0,159,127,286
Region IV-A,Cavite,Tagaytay City,500871,Tagaytay City Integrated School,Maglabe Drive,CAVITE,TAGAYTAY CITY,7th District,GUINHAWA SOUTH,Public,DepED Managed,School with no Annexes,ES and JHS,54,47,55,48,55,48,42,39,51,38,53,39,0,0,66,75,73,68,59,70,74,72,0,0,0,616,579,1195
Region IV-A,Cavite,Tanza,402321,Dawn Amadis Christian School Inc.,Ph 5 B-9 L1 Carissa Homes,CAVITE,TANZA,7th District,BAGTAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,21,17,22,13,18,16,17,11,10,18,16,0,0,18,21,19,12,17,19,17,15,0,0,0,197,172,369
Region IV-A,Cavite,Tanza,402325,"Deo Roma College of Tanza, Inc.",K. 36 A. Soriano Highway,CAVITE,TANZA,6th District,AMAYA II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,18,19,11,12,17,10,16,19,13,14,17,10,0,0,17,10,15,9,9,4,9,1,0,0,0,168,130,298
Region IV-A,Cavite,Tanza,402333,Lycee de San Antonio of Tanza Cavite,Paradahan,CAVITE,TANZA,7th District,PARADAHAN I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,6,11,7,13,0,15,9,10,9,12,0,0,0,8,9,2,6,7,8,5,2,0,0,0,84,86,170
Region IV-A,Cavite,Tanza,402334,Maddalena Starace School,Calibuyo,CAVITE,TANZA,7th District,CALIBUYO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,7,7,9,7,6,9,6,11,8,7,3,0,0,10,7,3,3,6,7,4,4,0,0,0,70,70,140
Region IV-A,Cavite,Tanza,402341,"The International School for Children, Inc.",A. Soriano Highway,CAVITE,TANZA,7th District,MULAWIN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,18,13,21,15,21,13,23,19,18,21,23,0,0,19,14,14,11,19,14,12,13,0,0,0,173,184,357
Region IV-A,Cavite,Tanza,424146,"Chanceteam Christian Academy, Inc.","Blk. 50 Lots 1-38 Ph8 Carissa Homes, Punta 1, Tanza, Cavite",CAVITE,TANZA,6th District,PUNTA I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,21,12,7,8,14,15,11,19,13,13,14,10,0,0,13,8,10,10,10,6,11,11,0,0,0,137,136,273
Region IV-A,Cavite,Trece Martirez City,402362,Marella Christianne Institute-Trece Martires Inc.,"B14 L01 Flamingo St.,",CAVITE,TRECE MARTIRES CITY (Capital),7th District,LAPIDARIO (BAYOG),Private,Non-Sectarian ,Mother school,ES and JHS,4,4,6,4,3,5,2,4,4,3,1,4,0,0,4,4,3,2,3,2,5,2,0,0,0,47,36,83
Region IV-A,Cavite,Trece Martirez City,402364,Paul Henry Academy,"ReginaVille Classic Brgy. De Ocampo, TMC",CAVITE,TRECE MARTIRES CITY (Capital),6th District,DE OCAMPO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,11,9,11,11,8,7,7,5,3,4,7,0,0,3,0,0,0,1,0,0,0,0,0,0,63,34,97
Region IV-A,Cavite,Trece Martirez City,424369,"God's Gift Sped Learning Center of Trece Martirez City, Inc.",Blk 13 Lot 3 Kingfisher St.,CAVITE,TRECE MARTIRES CITY (Capital),7th District,LAPIDARIO (BAYOG),Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,1,1,0,2,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,9,15,2,17
Region IV-A,Laguna,Bay,402407,Escuela de Brigada Montessori Inc.,Manese Street,LAGUNA,BAY,2nd District,SAN AGUSTIN (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,5,3,5,3,5,4,4,7,3,5,1,0,0,0,0,0,3,0,0,0,4,0,0,0,29,37,66
Region IV-A,Laguna,Bay,409668,"JEHOVAH SHAMMAH CHRISTIAN COMMUNITY SCHOOL INC.,",225 Punzalan Street,LAGUNA,BAY,2nd District,SAN NICOLAS (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,7,2,6,11,10,5,11,8,4,5,7,0,0,10,15,14,9,9,9,7,17,0,0,0,101,89,190
Region IV-A,Laguna,Calauan,424552,Proverbsville Baptist Academy,"J. Del Valle St., Brgy. Prinza, Calauan , Laguna",LAGUNA,CALAUAN,3rd District,PRINZA,Private,Sectarian ,School with no Annexes,ES and JHS,0,0,1,2,1,3,0,2,1,1,2,1,0,0,0,1,3,1,1,2,2,1,0,0,0,15,14,29
Region IV-A,Laguna,Calauan,424605,"Saint Bridgette Integrated School, Inc.","National Highway, Barangay Masiit",LAGUNA,CALAUAN,3rd District,MASIIT,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,3,2,7,6,6,5,5,8,5,7,7,0,0,2,3,3,4,1,2,2,3,0,0,0,52,50,102
Region IV-A,Laguna,Calauan,424631,Maranatha Christian Academy of Calauan Inc.,"Nat'l. Highway. Brgy Masiit, Calauan Lag.",LAGUNA,CALAUAN,3rd District,MASIIT,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,10,8,7,9,6,8,7,10,5,4,8,0,0,1,5,8,4,5,3,1,6,0,0,0,73,66,139
Region IV-A,Laguna,Cavinti,424620,Deaf Evangelistic Alliance Foundation Inc..,Brgy. Paowin,LAGUNA,CAVINTI,4th District,PAOWIN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Laguna,Lumban-Kalayaan,402548,"Lumban Academy/Nitanny School, Inc.",SITIO LACAO,LAGUNA,LUMBAN,4th District,CONCEPCION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,13,8,11,9,7,8,9,4,6,9,4,0,0,22,15,20,9,18,17,10,15,0,0,0,126,105,231
Region IV-A,Laguna,Lumban-Kalayaan,424613,"St. Lucy Filipini Montessori School, Inc.","068 Zamora St. Brgy. Bagong Silang Lumban, Laguna",LAGUNA,LUMBAN,4th District,BAGONG SILANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,10,10,17,10,15,13,19,15,15,22,21,0,0,13,5,5,6,15,9,10,9,0,0,0,117,159,276
Region IV-A,Laguna,Magdalena,424556,Angels Faith Christian School,J.P. RIZAL ST,LAGUNA,MAGDALENA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,5,0,2,5,0,8,1,2,1,4,0,0,0,1,5,1,2,0,2,1,1,0,0,0,35,24,59
Region IV-A,Laguna,Pagsanjan,424703,AVM FOUNDATION INC.,"BRGY. SAMPALOC PAGSANJAN, LAGUNA",LAGUNA,PAGSANJAN,4th District,SAMPALOC,Private,Non-Sectarian ,Mother school,ES and JHS,11,7,6,4,7,13,13,5,9,8,11,4,0,0,16,22,6,2,17,20,9,4,0,0,0,115,107,222
Region IV-A,Laguna,Santa Cruz,402649,Laguna Sino-Filipino Educational Foundation Incorporated,F. Sario St.,LAGUNA,SANTA CRUZ (Capital),4th District,BARANGAY IV (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,1,0,1,0,1,1,0,0,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,11,15
Region IV-A,Laguna,Santa Cruz,402654,United Evangelical Church School,Villa Adelina Subdivision,LAGUNA,SANTA CRUZ (Capital),4th District,BUBUKAL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,19,23,20,21,9,21,15,19,19,16,18,0,0,13,15,19,10,16,11,19,19,0,0,0,187,193,380
Region IV-A,Laguna,Santa Cruz,407732,ST. MARY'S  MONTESSORI DE LAGUNA  INC.,"M. H. del Pilar Street, Poblacion 4, Santa Cruz, Laguna",LAGUNA,SANTA CRUZ (Capital),4th District,BARANGAY IV (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,12,17,7,6,6,6,9,10,8,6,7,5,0,0,11,10,16,12,20,17,16,8,0,0,0,116,125,241
Region IV-A,Laguna,Santa Cruz,424596,Mind Builders Academy Inc.,LYNVILLE HOMES SUBD,LAGUNA,SANTA CRUZ (Capital),4th District,BAGUMBAYAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,3,6,2,8,6,6,8,3,4,2,4,0,0,4,1,3,2,0,6,4,2,0,0,0,42,42,84
Region IV-A,Laguna,Siniloan,424649,LNC-San Lorenzo Ruiz Montessori Center-Siniloan,"P. Burgos St. , Siniloan , Laguna",LAGUNA,SINILOAN,4th District,P. BURGOS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,0,4,3,1,5,2,0,1,1,1,1,0,0,6,11,8,7,12,5,4,6,0,0,0,49,34,83
Region IV-A,Quezon,Alabat,402712,"Mater Carmeli Catholic School of Alabat, Quezon, Inc.",Caliwara,QUEZON,ALABAT,4th District,BARANGAY  2 (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,8,1,4,8,1,6,8,5,5,8,10,9,0,0,6,13,19,17,10,27,25,21,0,0,0,89,136,225
Region IV-A,Quezon,Alabat,500866,CB Encarnado Integrated School,-n/a,QUEZON,ALABAT,4th District,VILLA NORTE,Public,DepED Managed,School with no Annexes,ES and JHS,13,18,17,15,4,17,12,10,9,10,10,10,0,0,6,10,2,9,2,13,7,6,0,0,0,122,102,224
Region IV-A,Quezon,Alabat,501219,Angeles Caglate Integrated School,-n/a,QUEZON,ALABAT,4th District,CAGLATE,Public,DepED Managed,School with no Annexes,ES and JHS,18,18,15,24,17,24,19,17,18,22,16,21,0,0,17,12,17,21,7,15,16,9,0,0,0,201,174,375
Region IV-A,Quezon,Alabat,501220,RT Camacho Integrated School,School Zone,QUEZON,ALABAT,4th District,BUENAVISTA,Public,DepED Managed,School with no Annexes,ES and JHS,21,14,22,20,27,18,11,15,19,16,17,14,0,0,6,16,16,13,9,22,8,12,0,0,0,194,155,349
Region IV-A,Quezon,Atimonan,502059,Villa Ibaba Integrated School,not applicable,QUEZON,ATIMONAN,4th District,VILLA IBABA,Public,DepED Managed,School with no Annexes,ES and JHS,9,11,12,17,8,4,2,6,7,5,8,12,0,0,10,12,24,0,9,3,9,0,0,0,0,115,63,178
Region IV-A,Quezon,Atimonan,502091,Caridad Ilaya Integrated School,Maligaya,QUEZON,ATIMONAN,4th District,CARIDAD ILAYA,Public,DepED Managed,School with no Annexes,ES and JHS,21,28,19,15,16,22,22,25,27,23,22,16,0,0,15,28,21,0,9,15,16,0,0,0,0,204,192,396
Region IV-A,Quezon,Burdeos,501452,Carlagan Integrated School,Brgy. Carlagan,QUEZON,BURDEOS,1st District,CARLAGAN,Public,DepED Managed,School with no Annexes,ES and JHS,18,22,21,34,31,18,35,20,26,20,27,20,0,0,34,39,36,38,28,31,32,30,0,0,0,320,296,616
Region IV-A,Quezon,Burdeos,501453,Calutcot Integrated School,Brgy. Calutcot,QUEZON,BURDEOS,1st District,CALUTCOT,Public,DepED Managed,School with no Annexes,ES and JHS,36,30,30,23,23,32,44,17,23,29,29,27,0,0,23,20,20,18,25,16,32,19,0,0,0,294,291,585
Region IV-A,Quezon,Dolores,402740,"Dolores Christian School, Inc.",#1 Quezon St.,QUEZON,DOLORES,2nd District,BAYANIHAN (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,3,5,2,4,7,2,1,2,1,2,3,5,0,0,5,5,0,1,1,3,3,3,0,0,0,34,26,60
Region IV-A,Quezon,Dolores,425024,"CCD School Foundation, Inc.","Alcala, Arc.",QUEZON,DOLORES,2nd District,BAYANIHAN (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,6,4,7,6,4,4,7,4,3,3,3,0,0,2,4,4,2,3,1,2,2,0,0,0,46,38,84
Region IV-A,Quezon,Gen. Luna,501325,Sergio Balane Integrated School,Central,QUEZON,GENERAL LUNA,3rd District,RECTO,Public,DepED Managed,School with no Annexes,ES and JHS,11,7,9,12,5,7,9,10,11,6,5,7,0,0,9,7,12,17,12,11,13,7,0,0,0,102,95,197
Region IV-A,Quezon,Gen. Luna,502142,San Nicolas Integrated School,Sitio  Maulawin,QUEZON,GENERAL LUNA,3rd District,SAN NICOLAS,Public,DepED Managed,School with no Annexes,ES and JHS,7,10,8,9,10,10,7,6,10,8,6,9,0,0,7,12,14,0,9,4,10,0,0,0,0,95,77,172
Region IV-A,Quezon,Gen. Nakar,425089,Sentrong Paaralan ng mga Agta,Sitio Kagusisan,QUEZON,GENERAL NAKAR,1st District,CATABLINGAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,5,18,8,6,5,3,8,7,10,6,5,0,0,6,4,4,3,4,6,3,4,0,0,0,67,58,125
Region IV-A,Quezon,Gen. Nakar,501613,Mararaot Integrated School,"Sitio Malibay, Brgy. Lumutan",QUEZON,GENERAL NAKAR,1st District,LUMUTAN,Public,DepED Managed,School with no Annexes,ES and JHS,12,11,12,10,6,8,13,10,11,13,5,8,0,0,7,14,5,12,6,7,10,9,0,0,0,110,97,207
Region IV-A,Quezon,Gen. Nakar,502072,Magsikap Integrated School,Brgy. Magsikap,QUEZON,GENERAL NAKAR,1st District,MAGSIKAP,Public,DepED Managed,School with no Annexes,ES and JHS,15,13,31,26,17,18,18,26,31,18,14,13,0,0,19,21,18,14,16,18,18,11,0,0,0,212,207,419
Region IV-A,Quezon,Gen. Nakar,502446,Dinigman Integrated School,Sitio Dinigman,QUEZON,GENERAL NAKAR,1st District,CANAWAY,Public,DepED Managed,School with no Annexes,ES and JHS,8,10,6,5,2,5,9,7,7,8,9,5,0,0,11,9,3,3,13,13,7,3,0,0,0,80,91,171
Region IV-A,Quezon,Infanta,402756,"LFJ Cornerstone Academy, Inc.",1 Bonifacio St.,QUEZON,INFANTA,1st District,POBLACION  1 (BARANGAY 1),Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,5,6,5,6,4,1,6,5,7,3,8,0,0,2,4,3,2,4,2,1,1,0,0,0,54,43,97
Region IV-A,Quezon,Infanta,402758,"The Jesus Christ Worldwide Montessori, Inc.",20 de julio street,QUEZON,INFANTA,1st District,POBLACION 39 (POBLACION BARANGAY 3),Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,3,4,3,5,8,2,1,3,4,0,2,0,0,9,1,2,4,1,2,5,2,0,0,0,48,23,71
Region IV-A,Quezon,Lucban,402773,"Lucban Christian School, Inc.","Nat'l Rd., Rizal Avenue",QUEZON,LUCBAN,1st District,ABANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,9,6,6,11,15,9,10,8,6,13,7,0,0,2,2,2,1,6,4,2,2,0,0,0,83,74,157
Region IV-A,Quezon,Mauban South,502445,Alitap Integrated School,-Sitio Binagbag,QUEZON,MAUBAN,1st District,ALITAP,Public,DepED Managed,School with no Annexes,ES and JHS,17,22,15,24,19,6,11,11,13,11,16,13,0,0,4,7,0,0,8,3,0,0,0,0,0,121,98,219
Region IV-A,Quezon,Padre Burgos-Agdangan,402786,"Child Jesus of Nazareth School, Inc.",Burgos,QUEZON,PADRE BURGOS,3rd District,BURGOS (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,8,4,7,4,5,2,8,5,5,4,11,6,0,0,11,9,8,10,1,6,7,9,0,0,0,73,70,143
Region IV-A,Quezon,Perez,501265,Severo Tejada Integrated School,Sitio Ponon,QUEZON,PEREZ,4th District,MAINIT SUR,Public,DepED Managed,School with no Annexes,ES and JHS,23,25,20,16,18,14,26,16,14,12,24,17,0,0,25,16,17,17,14,14,14,18,0,0,0,206,178,384
Region IV-A,Quezon,Perez,502447,Pambuhan Integrated School,Centro 1,QUEZON,PEREZ,4th District,PAMBUHAN,Public,DepED Managed,School with no Annexes,ES and JHS,4,11,16,12,12,21,10,11,3,15,11,11,0,0,11,0,0,0,8,0,0,0,0,0,0,100,82,182
Region IV-A,Quezon,San Antonio,425026,"San Antonio Infotech School, Inc.",Harina St.,QUEZON,SAN ANTONIO,2nd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,11,15,10,9,8,0,0,0,37,45,82
Region IV-A,Quezon,San Francisco,501752,Madagoldol Integrated School,none,QUEZON,SAN FRANCISCO (AURORA),3rd District,INABUAN,Public,DepED Managed,School with no Annexes,ES and JHS,16,23,19,13,14,20,19,10,8,8,28,10,0,0,13,21,12,7,9,4,10,16,0,0,0,170,131,301
Region IV-A,Quezon,Tiaong,402833,"Gaudete Study Center, Inc.",# 28 Mayo St.,QUEZON,TIAONG,2nd District,BARANGAY IV (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,3,3,6,0,4,3,4,1,4,0,3,0,0,4,8,4,3,6,6,1,2,0,0,0,52,31,83
Region IV-A,Quezon,Tiaong,425057,Bartimaeus Center for Alternative Learning Inc. (Bartimacus Center for Alternative Learning),31 Mayo St.,QUEZON,TIAONG,2nd District,BARANGAY IV (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Tiaong,425062,"Luzonfield Academy, Inc.",Cabatang,QUEZON,TIAONG,2nd District,CABATANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,7,11,5,3,7,7,14,7,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,108
Region IV-A,Rizal,Angono,402840,ALC High School,"Blk. 5 Lot 1,2,26 and 27 Duraville Homes Phase II",RIZAL,ANGONO,1st District,MAHABANG PARANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,10,12,1,9,8,10,6,8,1,6,2,0,0,7,2,2,4,6,1,0,2,0,0,0,89,58,147
Region IV-A,Rizal,Angono,402846,Christ the King College of Angono,Sulit Comound,RIZAL,ANGONO,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,2,1,3,4,5,2,3,1,3,5,7,0,0,11,13,12,9,8,5,15,22,0,0,0,62,72,134
