Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G1 Male,G2 Male,G3 Male,G4 Male,G5 Male,G6 Male,G1 Female,G2 Female,G3 Female,G4 Female,G5 Female,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region XI,Davao City,Talomo,409952,"La Escuela Global Academy Inc. (Formerly: Hofmann Global School of Davao, Inc.)","Blk. 3 Lot 8 Phace 3 Diwata St., Central Park Subd., Bangkal, Davao City",DAVAO DEL SUR,DAVAO CITY,1st District,TALOMO (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,18,11,9,20,16,10,8,7,6,8,7,0,0,8,7,4,6,7,4,10,6,0,0,0,122,78,200
Region XI,Davao City,Talomo,466043,Fr. Justin Russolillo School of Davao,Monte Maria Ph II,DAVAO DEL SUR,DAVAO CITY,1st District,CATALUNAN GRANDE,Private,Sectarian ,School with no Annexes,ES and JHS,8,7,10,15,9,7,10,8,8,7,12,13,0,0,5,11,5,4,8,3,4,5,0,0,0,89,83,172
Region XI,Davao City,Talomo,466049,Casa Carmelite,"block 19, lot 39, hagimit falls, wellspring village III",DAVAO DEL SUR,DAVAO CITY,1st District,CATALUNAN PEQUEÑO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,9,14,9,12,10,12,0,0,0,46,43,89
Region XI,Davao City,Talomo,466077,"Mindawide Christian School, Inc.","Elenita Heights Subdivision, Catalunan Grande, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,CATALUNAN GRANDE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,6,7,7,6,8,5,6,7,7,5,3,0,0,5,4,3,1,1,1,0,2,0,0,0,65,48,113
Region XI,Davao City,Talomo,466088,"Heartworks Learning Center, Inc.","P2 B35 L12,13,14,15,17 Elenita Heights Subdivision, Cataluna",DAVAO DEL SUR,DAVAO CITY,1st District,CATALUNAN GRANDE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,18,14,8,14,18,18,16,12,14,8,16,0,0,16,5,2,5,10,7,6,7,0,0,0,128,130,258
Region XI,Davao City,Talomo,466143,Jesus and Mary Thevenet School,"Sierra Madre St., Central Park Subd., Bangkal",DAVAO DEL SUR,DAVAO CITY,1st District,TALOMO (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,21,16,19,16,18,11,17,11,16,23,23,18,0,0,7,17,11,11,6,8,15,11,0,0,0,169,163,332
Region XI,Davao City,Talomo,466169,"Starland International School, Inc.",B3 L3 Monte Maria Subdv. Cat. Grande,DAVAO DEL SUR,DAVAO CITY,1st District,BUHANGIN (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,10,7,11,8,19,10,17,12,13,6,15,0,0,4,5,3,6,5,3,3,7,0,0,0,99,102,201
Region XI,Davao City,Tugbok,408879,"Tuburan Institute, Inc.","Purok 8, Sitio New Loon, Brgy. Tugbok Proper, Tugbok District, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,TUGBOK (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,1,2,6,5,6,5,2,4,0,8,7,0,0,4,6,2,1,4,2,2,1,0,1,1,38,36,74
Region XI,Davao City,Tugbok,466117,"RISEN SAVIOR ACADEMY, INC.","Kumintang Street, Mintal, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,MINTAL,Private,Sectarian ,School with no Annexes,ES and JHS,29,16,13,15,14,19,34,20,22,16,11,18,0,0,7,6,6,2,5,2,6,0,0,0,0,170,169,339
Region XI,Davao City,Tugbok,501059,Balderas Integrated School,"Sitio Bonggan, Talandang, Tugbok, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,TALANDANG,Public,DepED Managed,School with no Annexes,ES and JHS,6,2,4,8,10,5,7,10,9,9,4,7,0,0,6,5,8,5,2,9,9,7,0,0,0,69,84,153
Region XI,Davao City,Tugbok,501407,New Valencia Integrated School,"New Valencia, Tugbok District, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,NEW VALENCIA,Public,DepED Managed,School with no Annexes,ES and JHS,13,15,16,14,15,20,15,11,18,28,16,11,0,0,12,14,9,16,13,16,15,14,0,0,0,155,174,329
Region XI,Davao City,Tugbok,501409,Carmen Integrated School,"New Carmen, Tugbok District, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,NEW CARMEN,Public,DepED Managed,School with no Annexes,ES and JHS,47,28,29,20,19,17,38,24,21,28,18,16,0,0,16,6,4,6,11,18,14,14,0,0,0,222,233,455
Region XI,Davao City,Tugbok,501426,Bartolome Integrated School,"Sitio Bartolome, M. Guianga, Tugbok District, Davao City",DAVAO DEL SUR,DAVAO CITY,3rd District,MANUEL GUIANGA,Public,DepED Managed,School with no Annexes,ES and JHS,19,23,24,21,21,15,20,12,15,11,23,11,0,0,11,20,12,25,10,19,22,18,0,0,0,205,182,387
Region XI,Davao City,Tugbok,502019,Datu Ambis Diarog Integrated School,"Purok 14, Sitio Kahusayan",DAVAO DEL SUR,DAVAO CITY,3rd District,MANUEL GUIANGA,Public,DepED Managed,School with no Annexes,ES and JHS,5,7,6,5,6,2,5,10,5,4,9,8,0,0,5,7,7,2,6,6,5,4,0,0,0,61,73,134
Region XI,Davao City,Maa,405530,University of Mindanao (Main),"Matina Campus, Davao City",DAVAO DEL SUR,DAVAO CITY,1st District,MA-A,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,8,6,7,8,4,8,7,5,7,16,14,0,0,15,14,21,11,18,23,21,25,0,0,0,110,150,260
Region XI,Davao City,Maa,466078,"Saint Paul College of Davao, Inc.",Riverfront Corporate City Diversion Road,DAVAO DEL SUR,DAVAO CITY,3rd District,MA-A,Private,Sectarian ,School with no Annexes,ES and JHS,4,2,1,2,7,7,2,3,3,7,6,3,0,0,5,1,7,8,5,2,3,7,0,0,0,47,44,91
Region XI,Davao City,Maa,466087,Green Meadow Christian Academy of Davao,"Green Meadow Maa, Davao City",DAVAO DEL SUR,DAVAO CITY,1st District,MA-A,Private,Non-Sectarian ,Mother school,ES and JHS,10,12,12,13,11,14,10,11,6,8,8,9,0,0,9,15,9,15,11,7,8,10,0,0,0,129,100,229
Region XI,Davao City,Maa,466179,Cavite Bible Baptist Academy - Maa Branch,"Southvilla, Maa, D.C.",DAVAO DEL SUR,DAVAO CITY,1st District,MA-A,Private,Sectarian ,School with no Annexes,ES and JHS,8,9,14,5,10,3,6,5,5,5,2,4,0,0,2,0,0,0,5,0,0,0,0,0,0,72,50,122
Region XI,Digos City,Digos Occidental,405578,"Cavite Bible Baptist Academy, Digos Branch",San Antonio Village,DAVAO DEL SUR,CITY OF DIGOS (Capital),1st District,ZONE 2 (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,8,9,7,11,6,2,10,6,9,3,3,5,0,0,5,3,4,4,2,6,6,2,0,0,0,88,72,160
Region XI,Digos City,Digos Oriental,466527,"Nieve Christian Academy of Digos City, Inc.","1148 G. Del Rosario St., Digos City",DAVAO DEL SUR,CITY OF DIGOS (Capital),1st District,ZONE 3 (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,3,11
Region XI,Panabo City,Panabo Central,405582,Good Shepherd Baptist School,5558 Tadeco Road,DAVAO DEL NORTE,CITY OF PANABO,2nd District,NEW VISAYAS,Private,Sectarian ,School with no Annexes,ES and JHS,8,7,6,1,1,4,6,7,0,1,5,1,0,0,3,2,6,3,1,3,3,2,0,0,0,42,29,71
Region XI,Panabo City,Panabo Central,405589,"PANABO FAITH MISSION ACADEMY,Inc.",Tadeco Road,DAVAO DEL NORTE,CITY OF PANABO,2nd District,NEW VISAYAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,25,34,32,32,25,24,28,28,34,23,30,31,0,0,15,12,13,7,13,17,18,16,0,0,0,274,268,542
Region XI,Panabo City,Panabo Central,405590,"Panabo SDA Learning Center, Inc.",Tadeco Road,DAVAO DEL NORTE,CITY OF PANABO,2nd District,NEW VISAYAS,Private,Sectarian ,School with no Annexes,ES and JHS,8,8,9,10,8,7,4,6,5,3,5,5,0,0,15,9,14,12,10,12,8,13,0,0,0,109,80,189
Region XI,Panabo City,Panabo Central,467001,"Lifeword Montessori School, Inc.",1097 Quirino Street,DAVAO DEL NORTE,CITY OF PANABO,2nd District,GREDU (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,14,9,12,8,9,14,15,10,7,9,15,0,0,0,4,6,4,0,3,2,3,0,1,1,97,89,186
Region XI,Panabo City,Panabo Central,467013,"Christian Academy of Lion Lamb, Inc.","Purok 4, Orchid St. Salvacion, Panabo City",DAVAO DEL NORTE,CITY OF PANABO,2nd District,SALVACION,Private,Non-Sectarian ,Mother school,ES and JHS,24,23,27,19,21,23,21,23,25,19,17,25,0,0,12,13,4,0,7,8,6,0,0,0,0,190,178,368
Region XI,Panabo City,Panabo South,501903,Lorenzo T. Concepcion Integrated School,Purok 3,DAVAO DEL NORTE,CITY OF PANABO,2nd District,TAGPORE,Public,DepED Managed,School with no Annexes,ES and JHS,12,19,19,17,14,23,14,16,24,18,22,18,0,0,25,24,16,22,20,21,13,11,0,0,0,213,195,408
Region XI,Tagum City,Tagum City Central,405375,"Liceo De Davao, Agan District",Agan District,DAVAO DEL NORTE,CITY OF TAGUM (Capital),1st District,MAGDUM,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,4,3,3,3,2,1,1,1,1,3,2,0,0,3,5,1,2,1,2,2,6,0,0,0,32,22,54
Region XI,Tagum City,Tagum City Central,405382,"St. Lorenzo Ruiz Academy of Tagum, Inc.","Apokon, Tagum City",DAVAO DEL NORTE,CITY OF TAGUM (Capital),1st District,APOKON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,3,2,4,0,2,8,5,2,3,3,4,0,0,4,4,6,3,4,4,5,5,0,0,0,41,47,88
Region XI,Tagum City,Tagum City Central,495022,Tagum You Xiu School,"APOKON ROAD, MAGUGPO EAST,TAGUM CITY, DAVAO DEL NORTE",DAVAO DEL NORTE,CITY OF TAGUM (Capital),1st District,APOKON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,9,14,9,8,7,10,4,8,8,8,12,0,0,5,6,8,7,7,2,2,7,0,0,0,95,83,178
Region XI,Tagum City,Tagum City Central,495026,St. Thomas More School of Law and Business (Montessori Department),Doctolero Avenue,DAVAO DEL NORTE,CITY OF TAGUM (Capital),1st District,MAGUGPO EAST,Private,Non-Sectarian ,School with no Annexes,ES and JHS,17,12,11,11,11,10,8,12,16,10,7,9,0,0,14,20,14,18,16,18,24,16,0,0,0,149,146,295
Region XI,Tagum City,Tagum City North,502415,San Agustin Integrated School,Brgy. San Agustin,DAVAO DEL NORTE,CITY OF TAGUM (Capital),1st District,SAN AGUSTIN,Public,DepED Managed,School with no Annexes,ES and JHS,21,13,16,17,24,12,24,17,22,14,22,14,13,3,12,17,23,19,9,14,15,12,0,0,16,198,181,379
Region XI,Island Garden City of Samal,Babak,405351,Holy Name School Foundation Inc.,Kaimito St. Babak District IGCS,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,2nd District,MIRANDA (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,0,1,1,3,2,0,0,0,1,1,0,0,0,4,6,6,12,6,11,8,11,0,0,0,37,38,75
Region XI,Island Garden City of Samal,Babak,499506,Little Zion Learning Center of IGACOS,Sitio Kaimito  Miranda Babak,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,2nd District,MIRANDA (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,36,16,19,7,14,10,22,13,10,6,14,14,0,0,2,4,5,4,2,4,5,2,0,0,0,135,111,246
Region XI,Mati City,Mati Central,405426,"Christian Life School of Davao Oriental, Inc.",Sto. Niño  Street,DAVAO ORIENTAL,CITY OF MATI (Capital),2nd District,CENTRAL (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,14,13,8,13,15,8,8,8,9,7,9,7,0,0,3,2,3,0,2,4,3,0,0,0,0,92,73,165
Region XI,Mati City,Mati North,465515,"Agape Partners Academy of Mati, Inc.",Blk 13 Phase 7 New Mati Estate Subd.,DAVAO ORIENTAL,CITY OF MATI (Capital),2nd District,DAHICAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,36,25,33,36,33,27,28,40,30,29,24,23,0,0,12,21,15,23,13,9,13,7,0,0,0,295,237,532
Region XI,Mati City,Mati South,501085,Cabuaya Integrated School,"Purok  Proper, Cabuaya, Mati City, Davao Oriental",DAVAO ORIENTAL,CITY OF MATI (Capital),2nd District,CABUAYA,Public,DepED Managed,School with no Annexes,ES and JHS,36,31,30,25,27,18,41,17,25,24,23,17,0,0,22,11,21,13,28,20,22,28,0,0,0,268,276,544
Region XI,Mati City,Mati South,501086,Lanca Integrated School,"Purok I, Lanca, Mati City, Davao Oriental",DAVAO ORIENTAL,CITY OF MATI (Capital),2nd District,LANGKA,Public,DepED Managed,School with no Annexes,ES and JHS,18,10,20,20,16,15,15,15,21,18,13,13,0,0,9,9,20,7,12,14,13,6,0,0,0,157,151,308
Region XI,Davao Occidental,Jose Abad Santos,501910,Sumaya Senon Integrated School,-,DAVAO OCCIDENTAL,JOSE ABAD SANTOS (TRINIDAD),Lone District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,ES and JHS,28,39,36,41,54,21,30,26,38,23,27,27,0,0,27,18,21,21,22,23,21,19,0,0,0,344,282,626
Region XI,Davao Occidental,Jose Abad Santos I,501415,Harden Joyce Integrated School,"Brgy. Culaman, Jose Abad Santos, Davao Occidental",DAVAO OCCIDENTAL,JOSE ABAD SANTOS (TRINIDAD),1st District,CULAMAN,Public,DepED Managed,School with no Annexes,ES and JHS,32,39,23,27,24,15,40,22,22,15,27,19,0,0,33,22,26,19,26,24,24,23,0,0,0,278,262,540
